Plot Title: Agat WL (10932525),,,,,
#,"Date Time, GMT+10:00","Abs Pres, kPa (LGR S/N: 10932525, SEN S/N: 10932525)","Temp, °C (LGR S/N: 10932525, SEN S/N: 10932525)","Date Time, GMT+10:00",End Of File (LGR S/N: 10932525)
1199,12/12/2017 17:40,113.208,29.953,12/12/2017 17:40,
1200,12/12/2017 17:50,113.509,29.853,12/12/2017 17:50,
1201,12/12/2017 18:00,114.019,29.752,12/12/2017 18:00,
1202,12/12/2017 18:10,112.961,29.752,12/12/2017 18:10,
1203,12/12/2017 18:20,113.639,29.652,12/12/2017 18:20,
1204,12/12/2017 18:30,112.914,29.552,12/12/2017 18:30,
1205,12/12/2017 18:40,112.851,29.552,12/12/2017 18:40,
1206,12/12/2017 18:50,112.858,29.452,12/12/2017 18:50,
1207,12/12/2017 19:00,112.335,29.452,12/12/2017 19:00,
1208,12/12/2017 19:10,112.343,29.352,12/12/2017 19:10,
1209,12/12/2017 19:20,112.248,29.352,12/12/2017 19:20,
1210,12/12/2017 19:30,111.963,29.252,12/12/2017 19:30,
1211,12/12/2017 19:40,111.657,29.152,12/12/2017 19:40,
1212,12/12/2017 19:50,111.915,29.053,12/12/2017 19:50,
1213,12/12/2017 20:00,111.413,29.053,12/12/2017 20:00,
1214,12/12/2017 20:10,111.369,28.953,12/12/2017 20:10,
1215,12/12/2017 20:20,111.358,28.953,12/12/2017 20:20,
1216,12/12/2017 20:30,111.024,28.953,12/12/2017 20:30,
1217,12/12/2017 20:40,111.157,28.853,12/12/2017 20:40,
1218,12/12/2017 20:50,110.969,28.853,12/12/2017 20:50,
1219,12/12/2017 21:00,110.822,28.853,12/12/2017 21:00,
1220,12/12/2017 21:10,110.551,28.853,12/12/2017 21:10,
1221,12/12/2017 21:20,110.436,28.853,12/12/2017 21:20,
1222,12/12/2017 21:30,110.457,28.853,12/12/2017 21:30,
1223,12/12/2017 21:40,110.425,28.853,12/12/2017 21:40,
1224,12/12/2017 21:50,110.13,28.754,12/12/2017 21:50,
1225,12/12/2017 22:00,109.942,28.754,12/12/2017 22:00,
1226,12/12/2017 22:10,110.015,28.754,12/12/2017 22:10,
1227,12/12/2017 22:20,109.838,28.754,12/12/2017 22:20,
1228,12/12/2017 22:30,110.266,28.754,12/12/2017 22:30,
1229,12/12/2017 22:40,109.952,28.754,12/12/2017 22:40,
1230,12/12/2017 22:50,109.963,28.754,12/12/2017 22:50,
1231,12/12/2017 23:00,110.109,28.754,12/12/2017 23:00,
1232,12/12/2017 23:10,110.088,28.754,12/12/2017 23:10,
1233,12/12/2017 23:20,110.151,28.754,12/12/2017 23:20,
1234,12/12/2017 23:30,110.391,28.754,12/12/2017 23:30,
1235,12/12/2017 23:40,110.203,28.754,12/12/2017 23:40,
1236,12/12/2017 23:50,110.391,28.754,12/12/2017 23:50,
1237,12/13/2017 0:00,110.203,28.754,12/13/2017 0:00,
1238,12/13/2017 0:10,110.524,28.655,12/13/2017 0:10,
1239,12/13/2017 0:20,110.399,28.655,12/13/2017 0:20,
1240,12/13/2017 0:30,110.911,28.655,12/13/2017 0:30,
1241,12/13/2017 0:40,110.618,28.655,12/13/2017 0:40,
1242,12/13/2017 0:50,110.816,28.655,12/13/2017 0:50,
1243,12/13/2017 1:00,110.89,28.655,12/13/2017 1:00,
1244,12/13/2017 1:10,111.234,28.655,12/13/2017 1:10,
1245,12/13/2017 1:20,111.315,28.555,12/13/2017 1:20,
1246,12/13/2017 1:30,111.088,28.655,12/13/2017 1:30,
1247,12/13/2017 1:40,111.883,28.655,12/13/2017 1:40,
1248,12/13/2017 1:50,111.464,28.655,12/13/2017 1:50,
1249,12/13/2017 2:00,111.454,28.655,12/13/2017 2:00,
1250,12/13/2017 2:10,112.102,28.655,12/13/2017 2:10,
1251,12/13/2017 2:20,112.332,28.655,12/13/2017 2:20,
1252,12/13/2017 2:30,112.092,28.655,12/13/2017 2:30,
1253,12/13/2017 2:40,112.636,28.655,12/13/2017 2:40,
1254,12/13/2017 2:50,112.573,28.655,12/13/2017 2:50,
1255,12/13/2017 3:00,112.353,28.655,12/13/2017 3:00,
1256,12/13/2017 3:10,112.793,28.655,12/13/2017 3:10,
1257,12/13/2017 3:20,112.427,28.655,12/13/2017 3:20,
1258,12/13/2017 3:30,112.615,28.655,12/13/2017 3:30,
1259,12/13/2017 3:40,112.699,28.655,12/13/2017 3:40,
1260,12/13/2017 3:50,112.657,28.655,12/13/2017 3:50,
1261,12/13/2017 4:00,113.086,28.655,12/13/2017 4:00,
1262,12/13/2017 4:10,112.51,28.655,12/13/2017 4:10,
1263,12/13/2017 4:20,112.437,28.655,12/13/2017 4:20,
1264,12/13/2017 4:30,112.594,28.655,12/13/2017 4:30,
1265,12/13/2017 4:40,112.782,28.655,12/13/2017 4:40,
1266,12/13/2017 4:50,112.5,28.655,12/13/2017 4:50,
1267,12/13/2017 5:00,112.479,28.655,12/13/2017 5:00,
1268,12/13/2017 5:10,112.45,28.754,12/13/2017 5:10,
1269,12/13/2017 5:20,112.492,28.754,12/13/2017 5:20,
1270,12/13/2017 5:30,112.545,28.754,12/13/2017 5:30,
1271,12/13/2017 5:40,112.545,28.754,12/13/2017 5:40,
1272,12/13/2017 5:50,112.733,28.754,12/13/2017 5:50,
1273,12/13/2017 6:00,112.764,28.754,12/13/2017 6:00,
1274,12/13/2017 6:10,112.429,28.754,12/13/2017 6:10,
1275,12/13/2017 6:20,112.942,28.754,12/13/2017 6:20,
1276,12/13/2017 6:30,112.367,28.754,12/13/2017 6:30,
1277,12/13/2017 6:40,112.681,28.754,12/13/2017 6:40,
1278,12/13/2017 6:50,112.126,28.754,12/13/2017 6:50,
1279,12/13/2017 7:00,111.99,28.754,12/13/2017 7:00,
1280,12/13/2017 7:10,111.906,28.754,12/13/2017 7:10,
1281,12/13/2017 7:20,111.917,28.754,12/13/2017 7:20,
1282,12/13/2017 7:30,111.938,28.754,12/13/2017 7:30,
1283,12/13/2017 7:40,111.603,28.754,12/13/2017 7:40,
1284,12/13/2017 7:50,111.729,28.754,12/13/2017 7:50,
1285,12/13/2017 8:00,111.624,28.754,12/13/2017 8:00,
1286,12/13/2017 8:10,111.729,28.754,12/13/2017 8:10,
1287,12/13/2017 8:20,111.449,28.853,12/13/2017 8:20,
1288,12/13/2017 8:30,111.46,28.853,12/13/2017 8:30,
1289,12/13/2017 8:40,111.564,28.853,12/13/2017 8:40,
1290,12/13/2017 8:50,111.178,28.853,12/13/2017 8:50,
1291,12/13/2017 9:00,111.313,28.853,12/13/2017 9:00,
1292,12/13/2017 9:10,111.285,28.953,12/13/2017 9:10,
1293,12/13/2017 9:20,111.39,28.953,12/13/2017 9:20,
1294,12/13/2017 9:30,111.999,29.053,12/13/2017 9:30,
1295,12/13/2017 9:40,111.591,29.053,12/13/2017 9:40,
1296,12/13/2017 9:50,111.542,29.152,12/13/2017 9:50,
1297,12/13/2017 10:00,111.636,29.152,12/13/2017 10:00,
1298,12/13/2017 10:10,112.242,29.152,12/13/2017 10:10,
1299,12/13/2017 10:20,112.274,29.152,12/13/2017 10:20,
1300,12/13/2017 10:30,112.109,29.252,12/13/2017 10:30,
1301,12/13/2017 10:40,112.35,29.252,12/13/2017 10:40,
1302,12/13/2017 10:50,112.227,29.352,12/13/2017 10:50,
1303,12/13/2017 11:00,112.133,29.352,12/13/2017 11:00,
1304,12/13/2017 11:10,112.314,29.452,12/13/2017 11:10,
1305,12/13/2017 11:20,111.979,29.452,12/13/2017 11:20,
1306,12/13/2017 11:30,112.087,29.552,12/13/2017 11:30,
1307,12/13/2017 11:40,112.317,29.552,12/13/2017 11:40,
1308,12/13/2017 11:50,111.964,29.652,12/13/2017 11:50,
1309,12/13/2017 12:00,112.082,29.752,12/13/2017 12:00,
1310,12/13/2017 12:10,112.218,29.752,12/13/2017 12:10,
1311,12/13/2017 12:20,112.407,29.752,12/13/2017 12:20,
1312,12/13/2017 12:30,112.912,29.853,12/13/2017 12:30,
1313,12/13/2017 12:40,112.504,29.853,12/13/2017 12:40,
1314,12/13/2017 12:50,112.462,29.853,12/13/2017 12:50,
1315,12/13/2017 13:00,112.946,29.953,12/13/2017 13:00,
1316,12/13/2017 13:10,112.57,29.953,12/13/2017 13:10,
1317,12/13/2017 13:20,112.73,30.054,12/13/2017 13:20,
1318,12/13/2017 13:30,112.772,30.054,12/13/2017 13:30,
1319,12/13/2017 13:40,113.267,30.154,12/13/2017 13:40,
1320,12/13/2017 13:50,113.099,30.154,12/13/2017 13:50,
1321,12/13/2017 14:00,113.047,30.154,12/13/2017 14:00,
1322,12/13/2017 14:10,113.193,30.154,12/13/2017 14:10,
1323,12/13/2017 14:20,113.364,30.255,12/13/2017 14:20,
1324,12/13/2017 14:30,113.353,30.255,12/13/2017 14:30,
1325,12/13/2017 14:40,113.825,30.255,12/13/2017 14:40,
1326,12/13/2017 14:50,114.296,30.255,12/13/2017 14:50,
1327,12/13/2017 15:00,113.542,30.255,12/13/2017 15:00,
1328,12/13/2017 15:10,114.118,30.255,12/13/2017 15:10,
1329,12/13/2017 15:20,113.972,30.255,12/13/2017 15:20,
1330,12/13/2017 15:30,114.045,30.255,12/13/2017 15:30,
1331,12/13/2017 15:40,113.856,30.255,12/13/2017 15:40,
1332,12/13/2017 15:50,114.684,30.255,12/13/2017 15:50,
1333,12/13/2017 16:00,114.1,30.356,12/13/2017 16:00,
1334,12/13/2017 16:10,113.922,30.356,12/13/2017 16:10,
1335,12/13/2017 16:20,114.181,30.255,12/13/2017 16:20,
1336,12/13/2017 16:30,114.118,30.255,12/13/2017 16:30,
1337,12/13/2017 16:40,114.527,30.255,12/13/2017 16:40,
1338,12/13/2017 16:50,114.076,30.255,12/13/2017 16:50,
1339,12/13/2017 17:00,114.108,30.255,12/13/2017 17:00,
1340,12/13/2017 17:10,113.927,30.154,12/13/2017 17:10,
1341,12/13/2017 17:20,113.759,30.154,12/13/2017 17:20,
1342,12/13/2017 17:30,113.549,30.154,12/13/2017 17:30,
1343,12/13/2017 17:40,113.738,30.154,12/13/2017 17:40,
1344,12/13/2017 17:50,113.686,30.154,12/13/2017 17:50,
1345,12/13/2017 18:00,113.651,30.054,12/13/2017 18:00,
1346,12/13/2017 18:10,113.347,30.054,12/13/2017 18:10,
1347,12/13/2017 18:20,113.504,30.054,12/13/2017 18:20,
1348,12/13/2017 18:30,113.208,29.953,12/13/2017 18:30,
1349,12/13/2017 18:40,112.653,29.953,12/13/2017 18:40,
1350,12/13/2017 18:50,112.525,29.853,12/13/2017 18:50,
1351,12/13/2017 19:00,112.797,29.853,12/13/2017 19:00,
1352,12/13/2017 19:10,112.253,29.853,12/13/2017 19:10,
1353,12/13/2017 19:20,111.792,29.853,12/13/2017 19:20,
1354,12/13/2017 19:30,112.386,29.752,12/13/2017 19:30,
1355,12/13/2017 19:40,112.082,29.752,12/13/2017 19:40,
1356,12/13/2017 19:50,111.884,29.752,12/13/2017 19:50,
1357,12/13/2017 20:00,111.682,29.652,12/13/2017 20:00,
1358,12/13/2017 20:10,111.501,29.552,12/13/2017 20:10,
1359,12/13/2017 20:20,111.574,29.552,12/13/2017 20:20,
1360,12/13/2017 20:30,111.543,29.552,12/13/2017 20:30,
1361,12/13/2017 20:40,111.104,29.552,12/13/2017 20:40,
1362,12/13/2017 20:50,111.093,29.552,12/13/2017 20:50,
1363,12/13/2017 21:00,110.819,29.452,12/13/2017 21:00,
1364,12/13/2017 21:10,110.725,29.452,12/13/2017 21:10,
1365,12/13/2017 21:20,110.21,29.352,12/13/2017 21:20,
1366,12/13/2017 21:30,110.199,29.352,12/13/2017 21:30,
1367,12/13/2017 21:40,110.179,29.352,12/13/2017 21:40,
1368,12/13/2017 21:50,109.761,29.352,12/13/2017 21:50,
1369,12/13/2017 22:00,109.646,29.352,12/13/2017 22:00,
1370,12/13/2017 22:10,109.559,29.252,12/13/2017 22:10,
1371,12/13/2017 22:20,109.643,29.252,12/13/2017 22:20,
1372,12/13/2017 22:30,109.306,29.152,12/13/2017 22:30,
1373,12/13/2017 22:40,109.275,29.152,12/13/2017 22:40,
1374,12/13/2017 22:50,109.47,29.053,12/13/2017 22:50,
1375,12/13/2017 23:00,109.585,29.053,12/13/2017 23:00,
1376,12/13/2017 23:10,109.436,28.953,12/13/2017 23:10,
1377,12/13/2017 23:20,109.708,28.953,12/13/2017 23:20,
1378,12/13/2017 23:30,109.652,28.853,12/13/2017 23:30,
1379,12/13/2017 23:40,109.569,28.853,12/13/2017 23:40,
1380,12/13/2017 23:50,109.412,28.853,12/13/2017 23:50,
1381,12/14/2017 0:00,109.545,28.754,12/14/2017 0:00,
1382,12/14/2017 0:10,109.459,28.655,12/14/2017 0:10,
1383,12/14/2017 0:20,109.386,28.655,12/14/2017 0:20,
1384,12/14/2017 0:30,109.459,28.655,12/14/2017 0:30,
1385,12/14/2017 0:40,109.615,28.655,12/14/2017 0:40,
1386,12/14/2017 0:50,109.469,28.655,12/14/2017 0:50,
1387,12/14/2017 1:00,109.592,28.555,12/14/2017 1:00,
1388,12/14/2017 1:10,109.884,28.555,12/14/2017 1:10,
1389,12/14/2017 1:20,110.009,28.555,12/14/2017 1:20,
1390,12/14/2017 1:30,110.135,28.555,12/14/2017 1:30,
1391,12/14/2017 1:40,110.257,28.456,12/14/2017 1:40,
1392,12/14/2017 1:50,110.33,28.456,12/14/2017 1:50,
1393,12/14/2017 2:00,110.717,28.456,12/14/2017 2:00,
1394,12/14/2017 2:10,110.487,28.456,12/14/2017 2:10,
1395,12/14/2017 2:20,110.79,28.456,12/14/2017 2:20,
1396,12/14/2017 2:30,110.894,28.456,12/14/2017 2:30,
1397,12/14/2017 2:40,111.448,28.456,12/14/2017 2:40,
1398,12/14/2017 2:50,111.271,28.456,12/14/2017 2:50,
1399,12/14/2017 3:00,111.438,28.456,12/14/2017 3:00,
1400,12/14/2017 3:10,111.344,28.456,12/14/2017 3:10,
1401,12/14/2017 3:20,111.793,28.456,12/14/2017 3:20,
1402,12/14/2017 3:30,111.856,28.456,12/14/2017 3:30,
1403,12/14/2017 3:40,112.117,28.456,12/14/2017 3:40,
1404,12/14/2017 3:50,111.895,28.357,12/14/2017 3:50,
1405,12/14/2017 4:00,112.24,28.357,12/14/2017 4:00,
1406,12/14/2017 4:10,112.167,28.357,12/14/2017 4:10,
1407,12/14/2017 4:20,112.146,28.357,12/14/2017 4:20,
1408,12/14/2017 4:30,112.303,28.357,12/14/2017 4:30,
1409,12/14/2017 4:40,112.596,28.357,12/14/2017 4:40,
1410,12/14/2017 4:50,112.63,28.456,12/14/2017 4:50,
1411,12/14/2017 5:00,112.515,28.456,12/14/2017 5:00,
1412,12/14/2017 5:10,112.703,28.456,12/14/2017 5:10,
1413,12/14/2017 5:20,112.787,28.456,12/14/2017 5:20,
1414,12/14/2017 5:30,112.669,28.357,12/14/2017 5:30,
1415,12/14/2017 5:40,112.941,28.357,12/14/2017 5:40,
1416,12/14/2017 5:50,112.784,28.357,12/14/2017 5:50,
1417,12/14/2017 6:00,112.847,28.357,12/14/2017 6:00,
1418,12/14/2017 6:10,113.077,28.357,12/14/2017 6:10,
1419,12/14/2017 6:20,113.161,28.357,12/14/2017 6:20,
1420,12/14/2017 6:30,113.38,28.357,12/14/2017 6:30,
1421,12/14/2017 6:40,112.91,28.357,12/14/2017 6:40,
1422,12/14/2017 6:50,112.729,28.258,12/14/2017 6:50,
1423,12/14/2017 7:00,113.043,28.258,12/14/2017 7:00,
1424,12/14/2017 7:10,112.833,28.258,12/14/2017 7:10,
1425,12/14/2017 7:20,112.739,28.258,12/14/2017 7:20,
1426,12/14/2017 7:30,112.76,28.258,12/14/2017 7:30,
1427,12/14/2017 7:40,112.6,28.159,12/14/2017 7:40,
1428,12/14/2017 7:50,112.802,28.258,12/14/2017 7:50,
1429,12/14/2017 8:00,113.095,28.258,12/14/2017 8:00,
1430,12/14/2017 8:10,112.666,28.258,12/14/2017 8:10,
1431,12/14/2017 8:20,112.279,28.258,12/14/2017 8:20,
1432,12/14/2017 8:30,112.059,28.258,12/14/2017 8:30,
1433,12/14/2017 8:40,112.198,28.357,12/14/2017 8:40,
1434,12/14/2017 8:50,111.958,28.357,12/14/2017 8:50,
1435,12/14/2017 9:00,111.874,28.357,12/14/2017 9:00,
1436,12/14/2017 9:10,112.023,28.456,12/14/2017 9:10,
1437,12/14/2017 9:20,112.034,28.456,12/14/2017 9:20,
1438,12/14/2017 9:30,111.835,28.456,12/14/2017 9:30,
1439,12/14/2017 9:40,111.65,28.555,12/14/2017 9:40,
1440,12/14/2017 9:50,111.66,28.555,12/14/2017 9:50,
1441,12/14/2017 10:00,111.757,28.655,12/14/2017 10:00,
1442,12/14/2017 10:10,111.656,28.754,12/14/2017 10:10,
1443,12/14/2017 10:20,111.718,28.754,12/14/2017 10:20,
1444,12/14/2017 10:30,112.265,28.853,12/14/2017 10:30,
1445,12/14/2017 10:40,111.7,28.853,12/14/2017 10:40,
1446,12/14/2017 10:50,112.101,28.953,12/14/2017 10:50,
1447,12/14/2017 11:00,111.821,29.053,12/14/2017 11:00,
1448,12/14/2017 11:10,111.675,29.053,12/14/2017 11:10,
1449,12/14/2017 11:20,111.751,29.152,12/14/2017 11:20,
1450,12/14/2017 11:30,112.057,29.252,12/14/2017 11:30,
1451,12/14/2017 11:40,111.9,29.252,12/14/2017 11:40,
1452,12/14/2017 11:50,111.684,29.352,12/14/2017 11:50,
1453,12/14/2017 12:00,111.976,29.352,12/14/2017 12:00,
1454,12/14/2017 12:10,112.419,29.452,12/14/2017 12:10,
1455,12/14/2017 12:20,111.982,29.552,12/14/2017 12:20,
1456,12/14/2017 12:30,111.982,29.552,12/14/2017 12:30,
1457,12/14/2017 12:40,111.922,29.652,12/14/2017 12:40,
1458,12/14/2017 12:50,112.174,29.652,12/14/2017 12:50,
1459,12/14/2017 13:00,112.271,29.752,12/14/2017 13:00,
1460,12/14/2017 13:10,112.773,29.752,12/14/2017 13:10,
1461,12/14/2017 13:20,112.428,29.752,12/14/2017 13:20,
1462,12/14/2017 13:30,112.431,29.853,12/14/2017 13:30,
1463,12/14/2017 13:40,112.431,29.853,12/14/2017 13:40,
1464,12/14/2017 13:50,113.08,29.853,12/14/2017 13:50,
1465,12/14/2017 14:00,112.943,29.853,12/14/2017 14:00,
1466,12/14/2017 14:10,112.943,29.853,12/14/2017 14:10,
1467,12/14/2017 14:20,113.247,29.853,12/14/2017 14:20,
1468,12/14/2017 14:30,113.142,29.853,12/14/2017 14:30,
1469,12/14/2017 14:40,113.47,29.953,12/14/2017 14:40,
1470,12/14/2017 14:50,113.428,29.953,12/14/2017 14:50,
1471,12/14/2017 15:00,113.9,29.953,12/14/2017 15:00,
1472,12/14/2017 15:10,113.504,30.054,12/14/2017 15:10,
1473,12/14/2017 15:20,113.504,30.054,12/14/2017 15:20,
1474,12/14/2017 15:30,113.651,30.054,12/14/2017 15:30,
1475,12/14/2017 15:40,114.01,30.154,12/14/2017 15:40,
1476,12/14/2017 15:50,113.832,30.154,12/14/2017 15:50,
1477,12/14/2017 16:00,113.738,30.154,12/14/2017 16:00,
1478,12/14/2017 16:10,114.087,30.255,12/14/2017 16:10,
1479,12/14/2017 16:20,114.045,30.255,12/14/2017 16:20,
1480,12/14/2017 16:30,114.524,30.154,12/14/2017 16:30,
1481,12/14/2017 16:40,114.356,30.154,12/14/2017 16:40,
1482,12/14/2017 16:50,114.325,30.154,12/14/2017 16:50,
1483,12/14/2017 17:00,114.335,30.154,12/14/2017 17:00,
1484,12/14/2017 17:10,114.786,30.154,12/14/2017 17:10,
1485,12/14/2017 17:20,114.175,30.054,12/14/2017 17:20,
1486,12/14/2017 17:30,114.259,30.054,12/14/2017 17:30,
1487,12/14/2017 17:40,114.332,30.054,12/14/2017 17:40,
1488,12/14/2017 17:50,114.144,30.054,12/14/2017 17:50,
1489,12/14/2017 18:00,113.85,30.054,12/14/2017 18:00,
1490,12/14/2017 18:10,113.787,30.054,12/14/2017 18:10,
1491,12/14/2017 18:20,113.997,30.054,12/14/2017 18:20,
1492,12/14/2017 18:30,114.042,30.154,12/14/2017 18:30,
1493,12/14/2017 18:40,113.172,30.154,12/14/2017 18:40,
1494,12/14/2017 18:50,113.12,30.154,12/14/2017 18:50,
1495,12/14/2017 19:00,112.659,30.154,12/14/2017 19:00,
1496,12/14/2017 19:10,112.903,30.255,12/14/2017 19:10,
1497,12/14/2017 19:20,112.251,30.154,12/14/2017 19:20,
1498,12/14/2017 19:30,112.45,30.154,12/14/2017 19:30,
1499,12/14/2017 19:40,112.081,30.054,12/14/2017 19:40,
1500,12/14/2017 19:50,111.736,30.054,12/14/2017 19:50,
1501,12/14/2017 20:00,111.942,29.953,12/14/2017 20:00,
1502,12/14/2017 20:10,111.907,29.853,12/14/2017 20:10,
1503,12/14/2017 20:20,111.476,29.752,12/14/2017 20:20,
1504,12/14/2017 20:30,111.379,29.652,12/14/2017 20:30,
1505,12/14/2017 20:40,111.034,29.652,12/14/2017 20:40,
1506,12/14/2017 20:50,111.055,29.652,12/14/2017 20:50,
1507,12/14/2017 21:00,110.843,29.552,12/14/2017 21:00,
1508,12/14/2017 21:10,110.986,29.452,12/14/2017 21:10,
1509,12/14/2017 21:20,110.262,29.352,12/14/2017 21:20,
1510,12/14/2017 21:30,110.155,29.252,12/14/2017 21:30,
1511,12/14/2017 21:40,109.891,29.152,12/14/2017 21:40,
1512,12/14/2017 21:50,110.055,29.053,12/14/2017 21:50,
1513,12/14/2017 22:00,109.877,29.053,12/14/2017 22:00,
1514,12/14/2017 22:10,109.614,28.953,12/14/2017 22:10,
1515,12/14/2017 22:20,109.509,28.953,12/14/2017 22:20,
1516,12/14/2017 22:30,109.593,28.953,12/14/2017 22:30,
1517,12/14/2017 22:40,109.454,28.853,12/14/2017 22:40,
1518,12/14/2017 22:50,109.496,28.853,12/14/2017 22:50,
1519,12/14/2017 23:00,109.277,28.853,12/14/2017 23:00,
1520,12/14/2017 23:10,109.35,28.853,12/14/2017 23:10,
1521,12/14/2017 23:20,108.932,28.853,12/14/2017 23:20,
1522,12/14/2017 23:30,108.995,28.853,12/14/2017 23:30,
1523,12/14/2017 23:40,108.828,28.853,12/14/2017 23:40,
1524,12/14/2017 23:50,108.786,28.853,12/14/2017 23:50,
1525,12/15/2017 0:00,108.849,28.853,12/15/2017 0:00,
1526,12/15/2017 0:10,109.141,28.853,12/15/2017 0:10,
1527,12/15/2017 0:20,109.089,28.853,12/15/2017 0:20,
1528,12/15/2017 0:30,109.454,28.853,12/15/2017 0:30,
1529,12/15/2017 0:40,109.559,28.853,12/15/2017 0:40,
1530,12/15/2017 0:50,109.559,28.853,12/15/2017 0:50,
1531,12/15/2017 1:00,109.83,28.853,12/15/2017 1:00,
1532,12/15/2017 1:10,109.632,28.853,12/15/2017 1:10,
1533,12/15/2017 1:20,109.485,28.853,12/15/2017 1:20,
1534,12/15/2017 1:30,109.652,28.853,12/15/2017 1:30,
1535,12/15/2017 1:40,109.694,28.853,12/15/2017 1:40,
1536,12/15/2017 1:50,109.934,28.853,12/15/2017 1:50,
1537,12/15/2017 2:00,110.018,28.853,12/15/2017 2:00,
1538,12/15/2017 2:10,110.321,28.853,12/15/2017 2:10,
1539,12/15/2017 2:20,110.543,28.953,12/15/2017 2:20,
1540,12/15/2017 2:30,110.721,28.953,12/15/2017 2:30,
1541,12/15/2017 2:40,110.679,28.953,12/15/2017 2:40,
1542,12/15/2017 2:50,111.275,28.953,12/15/2017 2:50,
1543,12/15/2017 3:00,111.076,28.953,12/15/2017 3:00,
1544,12/15/2017 3:10,111.724,28.953,12/15/2017 3:10,
1545,12/15/2017 3:20,112.278,28.953,12/15/2017 3:20,
1546,12/15/2017 3:30,111.745,28.953,12/15/2017 3:30,
1547,12/15/2017 3:40,112.174,28.953,12/15/2017 3:40,
1548,12/15/2017 3:50,111.891,28.953,12/15/2017 3:50,
1549,12/15/2017 4:00,112.488,28.953,12/15/2017 4:00,
1550,12/15/2017 4:10,112.362,28.953,12/15/2017 4:10,
1551,12/15/2017 4:20,112.55,28.953,12/15/2017 4:20,
1552,12/15/2017 4:30,112.927,28.953,12/15/2017 4:30,
1553,12/15/2017 4:40,113.189,28.953,12/15/2017 4:40,
1554,12/15/2017 4:50,113.168,28.953,12/15/2017 4:50,
1555,12/15/2017 5:00,113.388,28.953,12/15/2017 5:00,
1556,12/15/2017 5:10,114.26,29.053,12/15/2017 5:10,
1557,12/15/2017 5:20,113.255,29.053,12/15/2017 5:20,
1558,12/15/2017 5:30,114.627,29.053,12/15/2017 5:30,
1559,12/15/2017 5:40,114.271,29.053,12/15/2017 5:40,
1560,12/15/2017 5:50,113.841,29.053,12/15/2017 5:50,
1561,12/15/2017 6:00,113.789,29.053,12/15/2017 6:00,
1562,12/15/2017 6:10,113.736,29.053,12/15/2017 6:10,
1563,12/15/2017 6:20,113.851,29.053,12/15/2017 6:20,
1564,12/15/2017 6:30,113.307,29.053,12/15/2017 6:30,
1565,12/15/2017 6:40,113.548,29.053,12/15/2017 6:40,
1566,12/15/2017 6:50,114.438,29.053,12/15/2017 6:50,
1567,12/15/2017 7:00,113.81,29.053,12/15/2017 7:00,
1568,12/15/2017 7:10,113.307,29.053,12/15/2017 7:10,
1569,12/15/2017 7:20,114.365,29.053,12/15/2017 7:20,
1570,12/15/2017 7:30,113.548,29.053,12/15/2017 7:30,
1571,12/15/2017 7:40,113.872,29.053,12/15/2017 7:40,
1572,12/15/2017 7:50,114.197,29.053,12/15/2017 7:50,
1573,12/15/2017 8:00,113.506,29.053,12/15/2017 8:00,
1574,12/15/2017 8:10,114.494,29.152,12/15/2017 8:10,
1575,12/15/2017 8:20,113.823,29.152,12/15/2017 8:20,
1576,12/15/2017 8:30,113.519,29.152,12/15/2017 8:30,
1577,12/15/2017 8:40,113.323,29.252,12/15/2017 8:40,
1578,12/15/2017 8:50,113.638,29.252,12/15/2017 8:50,
1579,12/15/2017 9:00,113.334,29.252,12/15/2017 9:00,
1580,12/15/2017 9:10,113.096,29.352,12/15/2017 9:10,
1581,12/15/2017 9:20,113.159,29.352,12/15/2017 9:20,
1582,12/15/2017 9:30,112.949,29.352,12/15/2017 9:30,
1583,12/15/2017 9:40,112.96,29.352,12/15/2017 9:40,
1584,12/15/2017 9:50,112.638,29.452,12/15/2017 9:50,
1585,12/15/2017 10:00,112.921,29.452,12/15/2017 10:00,
1586,12/15/2017 10:10,112.607,29.452,12/15/2017 10:10,
1587,12/15/2017 10:20,113.133,29.552,12/15/2017 10:20,
1588,12/15/2017 10:30,113.039,29.552,12/15/2017 10:30,
1589,12/15/2017 10:40,112.788,29.552,12/15/2017 10:40,
1590,12/15/2017 10:50,112.61,29.552,12/15/2017 10:50,
1591,12/15/2017 11:00,113.252,29.652,12/15/2017 11:00,
1592,12/15/2017 11:10,112.634,29.652,12/15/2017 11:10,
1593,12/15/2017 11:20,112.435,29.652,12/15/2017 11:20,
1594,12/15/2017 11:30,112.846,29.752,12/15/2017 11:30,
1595,12/15/2017 11:40,112.302,29.752,12/15/2017 11:40,
1596,12/15/2017 11:50,112.553,29.752,12/15/2017 11:50,
1597,12/15/2017 12:00,112.493,29.853,12/15/2017 12:00,
1598,12/15/2017 12:10,112.532,29.752,12/15/2017 12:10,
1599,12/15/2017 12:20,113.205,29.853,12/15/2017 12:20,
1600,12/15/2017 12:30,112.556,29.853,12/15/2017 12:30,
1601,12/15/2017 12:40,112.043,29.853,12/15/2017 12:40,
1602,12/15/2017 12:50,112.263,29.853,12/15/2017 12:50,
1603,12/15/2017 13:00,112.19,29.853,12/15/2017 13:00,
1604,12/15/2017 13:10,112.42,29.853,12/15/2017 13:10,
1605,12/15/2017 13:20,112.619,29.853,12/15/2017 13:20,
