"Plot Title: 10766779"
"#","Date Time, GMT+10:00","Abs Pres, kPa (LGR S/N: 10766779, SEN S/N: 10766779)","Temp, °C (LGR S/N: 10766779, SEN S/N: 10766779)","Coupler Detached (LGR S/N: 10766779)","Coupler Attached (LGR S/N: 10766779)","Stopped (LGR S/N: 10766779)","End Of File (LGR S/N: 10766779)"
1,08/09/16 11:00:00 AM,113.682,30.659,Logged,,,
2,08/09/16 11:10:00 AM,113.395,30.659,,,,
3,08/09/16 11:20:00 AM,113.782,30.760,,,,
4,08/09/16 11:30:00 AM,113.761,30.760,,,,
5,08/09/16 11:40:00 AM,114.192,30.659,,,,
6,08/09/16 11:50:00 AM,114.786,30.862,,,,
7,08/09/16 12:00:00 PM,113.831,30.659,,,,
8,08/09/16 12:10:00 PM,113.793,30.760,,,,
9,08/09/16 12:20:00 PM,114.282,30.760,,,,
10,08/09/16 12:30:00 PM,114.473,30.558,,,,
11,08/09/16 12:40:00 PM,114.553,30.659,,,,
12,08/09/16 12:50:00 PM,114.095,30.862,,,,
13,08/09/16 01:00:00 PM,114.206,30.963,,,,
14,08/09/16 01:10:00 PM,113.198,30.963,,,,
15,08/09/16 01:20:00 PM,113.186,31.370,,,,
16,08/09/16 01:30:00 PM,114.572,31.268,,,,
17,08/09/16 01:40:00 PM,113.048,31.166,,,,
18,08/09/16 01:50:00 PM,113.553,31.064,,,,
19,08/09/16 02:00:00 PM,112.167,31.166,,,,
20,08/09/16 02:10:00 PM,112.608,31.064,,,,
21,08/09/16 02:20:00 PM,112.910,31.166,,,,
22,08/09/16 02:30:00 PM,112.984,31.370,,,,
23,08/09/16 02:40:00 PM,112.894,31.268,,,,
24,08/09/16 02:50:00 PM,111.779,31.268,,,,
25,08/09/16 03:00:00 PM,113.175,31.370,,,,
26,08/09/16 03:10:00 PM,112.569,31.574,,,,
27,08/09/16 03:20:00 PM,111.534,31.472,,,,
28,08/09/16 03:30:00 PM,111.618,31.676,,,,
29,08/09/16 03:40:00 PM,111.314,31.983,,,,
30,08/09/16 03:50:00 PM,111.359,31.574,,,,
31,08/09/16 04:00:00 PM,111.003,31.472,,,,
32,08/09/16 04:10:00 PM,110.832,31.880,,,,
33,08/09/16 04:20:00 PM,110.648,31.370,,,,
34,08/09/16 04:30:00 PM,110.210,31.064,,,,
35,08/09/16 04:40:00 PM,110.280,30.760,,,,
36,08/09/16 04:50:00 PM,110.407,30.760,,,,
