"Plot Title: Piti Outplant 10 (20058393)"
"#","Date Time, GMT+10:00","Temp, °C (LGR S/N: 20058393, SEN S/N: 20058393)","Intensity, Lux (LGR S/N: 20058393, SEN S/N: 20058393)"
1,05/28/20 01:00:00 PM,30.558,21.5
2,05/28/20 02:00:00 PM,31.370,88178.4
3,05/28/20 03:00:00 PM,31.676,22044.6
4,05/28/20 04:00:00 PM,31.676,12400.1
5,05/28/20 05:00:00 PM,31.370,8611.2
6,05/28/20 06:00:00 PM,30.457,2152.8
7,05/28/20 07:00:00 PM,29.152,10.8
8,05/28/20 08:00:00 PM,29.452,0.0
9,05/28/20 09:00:00 PM,29.652,0.0
10,05/28/20 10:00:00 PM,29.352,0.0
11,05/28/20 11:00:00 PM,29.252,0.0
12,05/29/20 12:00:00 AM,29.152,0.0
13,05/29/20 01:00:00 AM,29.152,0.0
14,05/29/20 02:00:00 AM,29.152,0.0
15,05/29/20 03:00:00 AM,29.152,0.0
16,05/29/20 04:00:00 AM,29.152,0.0
17,05/29/20 05:00:00 AM,29.152,0.0
18,05/29/20 06:00:00 AM,29.152,473.6
19,05/29/20 07:00:00 AM,29.352,2411.1
20,05/29/20 08:00:00 AM,29.853,14466.8
21,05/29/20 09:00:00 AM,30.154,26178.0
22,05/29/20 10:00:00 AM,30.760,82667.2
23,05/29/20 11:00:00 AM,30.154,12400.1
24,05/29/20 12:00:00 PM,30.760,38578.0
25,05/29/20 01:00:00 PM,31.166,60622.6
26,05/29/20 02:00:00 PM,30.760,15155.7
27,05/29/20 03:00:00 PM,30.659,11711.2
28,05/29/20 04:00:00 PM,30.457,10677.8
29,05/29/20 05:00:00 PM,30.558,3616.7
30,05/29/20 06:00:00 PM,29.953,2583.4
31,05/29/20 07:00:00 PM,29.652,21.5
32,05/29/20 08:00:00 PM,29.752,0.0
33,05/29/20 09:00:00 PM,29.252,0.0
34,05/29/20 10:00:00 PM,29.552,0.0
35,05/29/20 11:00:00 PM,29.452,0.0
36,05/30/20 12:00:00 AM,29.452,0.0
