"Plot Title: 10571220"
"#","Date Time, GMT+10:00","Abs Pres, kPa (LGR S/N: 10571220, SEN S/N: 10571220)","Temp, °C (LGR S/N: 10571220, SEN S/N: 10571220)","Coupler Detached (LGR S/N: 10571220)","Coupler Attached (LGR S/N: 10571220)","Stopped (LGR S/N: 10571220)","End Of File (LGR S/N: 10571220)"
1,04/25/17 10:20:00 AM,107.760,28.953,Logged,,,
2,04/25/17 10:30:00 AM,107.477,29.252,,,,
3,04/25/17 10:40:00 AM,107.268,29.352,,,,
4,04/25/17 10:50:00 AM,107.072,29.552,,,,
5,04/25/17 11:00:00 AM,106.927,29.752,,,,
6,04/25/17 11:10:00 AM,106.779,29.853,,,,
7,04/25/17 11:20:00 AM,106.610,29.953,,,,
8,04/25/17 11:30:00 AM,106.445,30.154,,,,
9,04/25/17 11:40:00 AM,106.297,30.255,,,,
10,04/25/17 11:50:00 AM,106.189,30.356,,,,
11,04/25/17 12:00:00 PM,106.044,30.558,,,,
12,04/25/17 12:10:00 PM,105.926,30.659,,,,
13,04/25/17 12:20:00 PM,105.838,30.760,,,,
14,04/25/17 12:30:00 PM,105.770,30.862,,,,
15,04/25/17 12:40:00 PM,105.690,30.862,,,,
16,04/25/17 12:50:00 PM,105.642,30.963,,,,
17,04/25/17 01:00:00 PM,105.595,31.064,,,,
18,04/25/17 01:10:00 PM,105.598,31.166,,,,
19,04/25/17 01:20:00 PM,105.588,31.166,,,,
20,04/25/17 01:30:00 PM,105.591,31.268,,,,
21,04/25/17 01:40:00 PM,105.571,31.268,,,,
22,04/25/17 01:50:00 PM,105.561,31.268,,,,
23,04/25/17 02:00:00 PM,105.581,31.268,,,,
24,04/25/17 02:10:00 PM,105.712,31.268,,,,
25,04/25/17 02:20:00 PM,105.904,31.268,,,,
26,04/25/17 02:30:00 PM,106.140,31.064,,,,
27,04/25/17 02:40:00 PM,106.406,30.862,,,,
28,04/25/17 02:50:00 PM,106.676,30.760,,,,
29,04/25/17 03:00:00 PM,106.955,30.659,,,,
30,04/25/17 03:10:00 PM,107.319,30.659,,,,
31,04/25/17 03:20:00 PM,107.592,30.659,,,,
32,04/25/17 03:30:00 PM,107.814,30.659,,,,
33,04/25/17 03:40:00 PM,108.178,30.659,,,,
34,04/25/17 03:50:00 PM,108.427,30.558,,,,
35,04/25/17 04:00:00 PM,108.761,30.558,,,,
36,04/25/17 04:10:00 PM,109.024,30.558,,,,
37,04/25/17 04:20:00 PM,109.256,30.558,,,,
