"Plot Title: 10932527_brick8"
"#","Date Time, GMT+10:00","Abs Pres, kPa (LGR S/N: 10932527, SEN S/N: 10932527, LBL: Abs pressure brick8)","Temp, °C (LGR S/N: 10932527, SEN S/N: 10932527, LBL: Temp brick8)","Coupler Detached (LGR S/N: 10932527)","Coupler Attached (LGR S/N: 10932527)","Stopped (LGR S/N: 10932527)","End Of File (LGR S/N: 10932527)"
1,04/25/17 12:10:00 PM,109.330,30.054,Logged,,,
2,04/25/17 12:20:00 PM,109.198,30.255,,,,
3,04/25/17 12:30:00 PM,109.093,30.356,,,,
4,04/25/17 12:40:00 PM,109.106,30.457,,,,
5,04/25/17 12:50:00 PM,109.110,30.558,,,,
6,04/25/17 01:00:00 PM,109.110,30.558,,,,
7,04/25/17 01:10:00 PM,109.242,30.659,,,,
8,04/25/17 01:20:00 PM,109.331,30.659,,,,
9,04/25/17 01:30:00 PM,109.406,30.558,,,,
10,04/25/17 01:40:00 PM,109.518,30.356,,,,
11,04/25/17 01:50:00 PM,109.587,30.054,,,,
12,04/25/17 02:00:00 PM,109.642,29.652,,,,
13,04/25/17 02:10:00 PM,109.948,29.352,,,,
14,04/25/17 02:20:00 PM,109.945,29.252,,,,
15,04/25/17 02:30:00 PM,110.162,29.252,,,,
16,04/25/17 02:40:00 PM,110.307,29.152,,,,
17,04/25/17 02:50:00 PM,110.475,29.152,,,,
18,04/25/17 03:00:00 PM,110.814,29.252,,,,
19,04/25/17 03:10:00 PM,111.032,29.252,,,,
20,04/25/17 03:20:00 PM,111.368,29.252,,,,
21,04/25/17 03:30:00 PM,111.467,29.252,,,,
22,04/25/17 03:40:00 PM,111.685,29.252,,,,
23,04/25/17 03:50:00 PM,111.744,29.252,,,,
24,04/25/17 04:00:00 PM,112.071,29.252,,,,
25,04/25/17 04:10:00 PM,112.298,29.252,,,,
26,04/25/17 04:20:00 PM,112.460,29.352,,,,
27,04/25/17 04:30:00 PM,112.813,29.252,,,,
28,04/25/17 04:40:00 PM,113.011,29.252,,,,
29,04/25/17 04:50:00 PM,113.417,29.252,,,,
30,04/25/17 05:00:00 PM,113.417,29.252,,,,
31,04/25/17 05:10:00 PM,113.675,29.252,,,,
32,04/25/17 05:20:00 PM,113.760,29.152,,,,
33,04/25/17 05:30:00 PM,113.740,29.152,,,,
34,04/25/17 05:40:00 PM,113.978,29.152,,,,
35,04/25/17 05:50:00 PM,114.153,29.053,,,,
36,04/25/17 06:00:00 PM,114.589,29.053,,,,
37,04/25/17 06:10:00 PM,114.787,29.053,,,,
38,04/25/17 06:20:00 PM,114.952,28.953,,,,
39,04/25/17 06:30:00 PM,115.042,28.953,,,,
40,04/25/17 06:40:00 PM,115.052,28.953,,,,
41,04/25/17 06:50:00 PM,114.873,28.953,,,,
42,04/25/17 07:00:00 PM,115.121,28.953,,,,
43,04/25/17 07:10:00 PM,115.419,28.953,,,,
44,04/25/17 07:20:00 PM,115.260,28.953,,,,
45,04/25/17 07:30:00 PM,115.200,28.953,,,,
46,04/25/17 07:40:00 PM,115.151,28.953,,,,
47,04/25/17 07:50:00 PM,115.171,28.953,,,,
48,04/25/17 08:00:00 PM,115.032,28.953,,,,
49,04/25/17 08:10:00 PM,114.903,28.953,,,,
50,04/25/17 08:20:00 PM,114.734,28.953,,,,
51,04/25/17 08:30:00 PM,114.318,28.953,,,,
52,04/25/17 08:40:00 PM,114.130,28.953,,,,
53,04/25/17 08:50:00 PM,114.265,28.853,,,,
54,04/25/17 09:00:00 PM,114.235,28.853,,,,
55,04/25/17 09:10:00 PM,113.888,28.853,,,,
56,04/25/17 09:20:00 PM,113.591,28.853,,,,
57,04/25/17 09:30:00 PM,113.605,28.953,,,,
58,04/25/17 09:40:00 PM,113.446,28.953,,,,
59,04/25/17 09:50:00 PM,113.208,28.953,,,,
60,04/25/17 10:00:00 PM,113.040,28.953,,,,
61,04/25/17 10:10:00 PM,112.743,28.953,,,,
62,04/25/17 10:20:00 PM,112.462,28.853,,,,
63,04/25/17 10:30:00 PM,112.330,28.754,,,,
64,04/25/17 10:40:00 PM,111.954,28.754,,,,
65,04/25/17 10:50:00 PM,111.845,28.754,,,,
