"Plot Title: 10932527_brick8"
"#","Date Time, GMT+10:00","Abs Pres, kPa (LGR S/N: 10932527, SEN S/N: 10932527, LBL: Abs pressure brick8)","Temp, °C (LGR S/N: 10932527, SEN S/N: 10932527, LBL: Temp brick8)","Coupler Detached (LGR S/N: 10932527)","Coupler Attached (LGR S/N: 10932527)","Stopped (LGR S/N: 10932527)","End Of File (LGR S/N: 10932527)"
1,06/10/16 09:30:00 AM,101.358,27.173,Logged,,,
2,06/10/16 09:40:00 AM,101.358,25.902,,,,
3,06/10/16 09:50:00 AM,101.359,25.319,,,,
4,06/10/16 10:00:00 AM,101.354,24.835,,,,
5,06/10/16 10:10:00 AM,101.451,25.125,,,,
6,06/10/16 10:20:00 AM,101.308,24.931,,,,
7,06/10/16 10:30:00 AM,101.428,25.319,,,,
8,06/10/16 10:40:00 AM,101.440,27.272,,,,
9,06/10/16 10:50:00 AM,101.435,30.255,,,,
10,06/10/16 11:00:00 AM,113.225,30.255,,,,
11,06/10/16 11:10:00 AM,113.611,30.255,,,,
12,06/10/16 11:20:00 AM,113.611,30.255,,,,
13,06/10/16 11:30:00 AM,113.476,30.356,,,,
14,06/10/16 11:40:00 AM,113.410,30.457,,,,
15,06/10/16 11:50:00 AM,113.054,30.457,,,,
16,06/10/16 12:00:00 PM,113.156,30.558,,,,
17,06/10/16 12:10:00 PM,112.981,30.659,,,,
18,06/10/16 12:20:00 PM,112.797,30.760,,,,
19,06/10/16 12:30:00 PM,112.668,30.760,,,,
20,06/10/16 12:40:00 PM,112.616,30.963,,,,
21,06/10/16 12:50:00 PM,112.477,30.963,,,,
22,06/10/16 01:00:00 PM,112.164,31.064,,,,
23,06/10/16 01:10:00 PM,111.857,31.064,,,,
24,06/10/16 01:20:00 PM,111.788,31.064,,,,
25,06/10/16 01:30:00 PM,111.524,31.166,,,,
26,06/10/16 01:40:00 PM,111.290,31.268,,,,
27,06/10/16 01:50:00 PM,111.135,31.370,,,,
28,06/10/16 02:00:00 PM,110.763,31.472,,,,
29,06/10/16 02:10:00 PM,110.637,31.574,,,,
30,06/10/16 02:20:00 PM,110.400,31.574,,,,
31,06/10/16 02:30:00 PM,110.097,31.676,,,,
32,06/10/16 02:40:00 PM,109.982,31.778,,,,
33,06/10/16 02:50:00 PM,109.722,31.983,,,,
34,06/10/16 03:00:00 PM,109.626,32.086,,,,
35,06/10/16 03:10:00 PM,109.353,32.188,,,,
36,06/10/16 03:20:00 PM,109.119,32.291,,,,
37,06/10/16 03:30:00 PM,108.856,32.394,,,,
38,06/10/16 03:40:00 PM,108.771,32.497,,,,
39,06/10/16 03:50:00 PM,108.583,32.497,,,,
40,06/10/16 04:00:00 PM,108.421,32.394,,,,
41,06/10/16 04:10:00 PM,108.411,32.394,,,,
42,06/10/16 04:20:00 PM,108.411,32.394,,,,
43,06/10/16 04:30:00 PM,108.164,32.394,,,,
44,06/10/16 04:40:00 PM,108.056,32.394,,,,
45,06/10/16 04:50:00 PM,107.937,32.394,,,,
46,06/10/16 05:00:00 PM,107.835,32.291,,,,
47,06/10/16 05:10:00 PM,107.805,32.291,,,,
48,06/10/16 05:20:00 PM,107.687,32.291,,,,
49,06/10/16 05:30:00 PM,107.647,32.291,,,,
50,06/10/16 05:40:00 PM,107.677,32.291,,,,
51,06/10/16 05:50:00 PM,107.677,32.291,,,,
52,06/10/16 06:00:00 PM,107.812,32.188,,,,
53,06/10/16 06:10:00 PM,107.792,32.188,,,,
54,06/10/16 06:20:00 PM,107.838,32.086,,,,
55,06/10/16 06:30:00 PM,107.996,32.086,,,,
56,06/10/16 06:40:00 PM,108.078,31.880,,,,
57,06/10/16 06:50:00 PM,108.216,31.574,,,,
58,06/10/16 07:00:00 PM,108.403,31.574,,,,
59,06/10/16 07:10:00 PM,108.508,31.472,,,,
60,06/10/16 07:20:00 PM,108.653,31.370,,,,
61,06/10/16 07:30:00 PM,108.900,31.064,,,,
62,06/10/16 07:40:00 PM,109.103,30.356,,,,
63,06/10/16 07:50:00 PM,109.461,29.853,,,,
64,06/10/16 08:00:00 PM,109.761,29.652,,,,
65,06/10/16 08:10:00 PM,109.935,29.552,,,,
66,06/10/16 08:20:00 PM,110.139,29.452,,,,
67,06/10/16 08:30:00 PM,110.287,29.452,,,,
68,06/10/16 08:40:00 PM,110.482,29.352,,,,
69,06/10/16 08:50:00 PM,110.758,29.352,,,,
70,06/10/16 09:00:00 PM,110.857,29.352,,,,
71,06/10/16 09:10:00 PM,111.194,29.352,,,,
72,06/10/16 09:20:00 PM,111.332,29.352,,,,
73,06/10/16 09:30:00 PM,111.609,29.352,,,,
74,06/10/16 09:40:00 PM,111.916,29.352,,,,
75,06/10/16 09:50:00 PM,112.094,29.352,,,,
76,06/10/16 10:00:00 PM,112.381,29.352,,,,
77,06/10/16 10:10:00 PM,112.866,29.352,,,,
78,06/10/16 10:20:00 PM,112.892,29.252,,,,
79,06/10/16 10:30:00 PM,113.160,29.252,,,,
80,06/10/16 10:40:00 PM,113.417,29.252,,,,
81,06/10/16 10:50:00 PM,113.566,29.252,,,,
82,06/10/16 11:00:00 PM,114.121,29.252,,,,
83,06/10/16 11:10:00 PM,114.101,29.252,,,,
84,06/10/16 11:20:00 PM,114.378,29.252,,,,
85,06/10/16 11:30:00 PM,114.497,29.252,,,,
86,06/10/16 11:40:00 PM,114.487,29.252,,,,
87,06/10/16 11:50:00 PM,114.358,29.252,,,,
88,06/11/16 12:00:00 AM,114.649,29.352,,,,
89,06/11/16 12:10:00 AM,114.659,29.352,,,,
90,06/11/16 12:20:00 AM,114.957,29.352,,,,
91,06/11/16 12:30:00 AM,114.729,29.352,,,,
92,06/11/16 12:40:00 AM,114.719,29.352,,,,
93,06/11/16 12:50:00 AM,114.937,29.352,,,,
94,06/11/16 01:00:00 AM,114.640,29.352,,,,
95,06/11/16 01:10:00 AM,114.590,29.352,,,,
96,06/11/16 01:20:00 AM,114.858,29.352,,,,
97,06/11/16 01:30:00 AM,114.521,29.352,,,,
98,06/11/16 01:40:00 AM,114.768,29.352,,,,
99,06/11/16 01:50:00 AM,114.749,29.352,,,,
100,06/11/16 02:00:00 AM,114.600,29.352,,,,
101,06/11/16 02:10:00 AM,114.421,29.352,,,,
102,06/11/16 02:20:00 AM,114.372,29.352,,,,
103,06/11/16 02:30:00 AM,114.174,29.352,,,,
104,06/11/16 02:40:00 AM,113.946,29.352,,,,
105,06/11/16 02:50:00 AM,114.144,29.352,,,,
106,06/11/16 03:00:00 AM,113.995,29.352,,,,
107,06/11/16 03:10:00 AM,113.678,29.352,,,,
108,06/11/16 03:20:00 AM,113.259,29.252,,,,
109,06/11/16 03:30:00 AM,113.219,29.252,,,,
110,06/11/16 03:40:00 AM,113.209,29.252,,,,
111,06/11/16 03:50:00 AM,112.952,29.252,,,,
112,06/11/16 04:00:00 AM,113.077,29.152,,,,
113,06/11/16 04:10:00 AM,112.800,29.152,,,,
114,06/11/16 04:20:00 AM,112.651,29.152,,,,
115,06/11/16 04:30:00 AM,112.552,29.152,,,,
116,06/11/16 04:40:00 AM,112.440,29.053,,,,
117,06/11/16 04:50:00 AM,112.380,29.053,,,,
118,06/11/16 05:00:00 AM,112.030,28.953,,,,
119,06/11/16 05:10:00 AM,111.971,28.953,,,,
120,06/11/16 05:20:00 AM,111.872,28.953,,,,
121,06/11/16 05:30:00 AM,111.793,28.953,,,,
122,06/11/16 05:40:00 AM,111.532,28.853,,,,
123,06/11/16 05:50:00 AM,111.483,28.853,,,,
124,06/11/16 06:00:00 AM,111.354,28.853,,,,
125,06/11/16 06:10:00 AM,111.470,28.754,,,,
126,06/11/16 06:20:00 AM,111.272,28.754,,,,
127,06/11/16 06:30:00 AM,111.262,28.754,,,,
128,06/11/16 06:40:00 AM,111.282,28.754,,,,
129,06/11/16 06:50:00 AM,111.160,28.655,,,,
130,06/11/16 07:00:00 AM,111.229,28.655,,,,
131,06/11/16 07:10:00 AM,111.219,28.655,,,,
132,06/11/16 07:20:00 AM,111.011,28.655,,,,
133,06/11/16 07:30:00 AM,111.080,28.655,,,,
134,06/11/16 07:40:00 AM,111.123,28.754,,,,
135,06/11/16 07:50:00 AM,111.301,28.754,,,,
136,06/11/16 08:00:00 AM,111.509,28.754,,,,
137,06/11/16 08:10:00 AM,111.529,28.754,,,,
138,06/11/16 08:20:00 AM,111.756,28.754,,,,
139,06/11/16 08:30:00 AM,111.549,28.754,,,,
140,06/11/16 08:40:00 AM,111.707,28.754,,,,
141,06/11/16 08:50:00 AM,111.819,28.853,,,,
142,06/11/16 09:00:00 AM,111.684,28.953,,,,
143,06/11/16 09:10:00 AM,111.955,29.053,,,,
144,06/11/16 09:20:00 AM,111.750,29.152,,,,
145,06/11/16 09:30:00 AM,111.932,29.252,,,,
146,06/11/16 09:40:00 AM,112.025,29.352,,,,
147,06/11/16 09:50:00 AM,112.025,29.352,,,,
148,06/11/16 10:00:00 AM,112.345,29.452,,,,
149,06/11/16 10:10:00 AM,112.464,29.452,,,,
150,06/11/16 10:20:00 AM,112.434,29.452,,,,
151,06/11/16 10:30:00 AM,112.784,29.552,,,,
152,06/11/16 10:40:00 AM,112.956,29.652,,,,
153,06/11/16 10:50:00 AM,113.009,29.752,,,,
154,06/11/16 11:00:00 AM,113.072,29.853,,,,
155,06/11/16 11:10:00 AM,113.056,29.953,,,,
156,06/11/16 11:20:00 AM,113.283,29.953,,,,
157,06/11/16 11:30:00 AM,113.184,29.953,,,,
158,06/11/16 11:40:00 AM,113.455,30.054,,,,
159,06/11/16 11:50:00 AM,113.237,30.054,,,,
160,06/11/16 12:00:00 PM,113.099,30.054,,,,
161,06/11/16 12:10:00 PM,113.003,30.154,,,,
162,06/11/16 12:20:00 PM,112.914,30.154,,,,
163,06/11/16 12:30:00 PM,112.845,30.154,,,,
164,06/11/16 12:40:00 PM,112.611,30.255,,,,
165,06/11/16 12:50:00 PM,112.690,30.255,,,,
166,06/11/16 01:00:00 PM,112.383,30.255,,,,
167,06/11/16 01:10:00 PM,112.248,30.356,,,,
168,06/11/16 01:20:00 PM,112.287,30.356,,,,
169,06/11/16 01:30:00 PM,111.974,30.457,,,,
170,06/11/16 01:40:00 PM,112.024,30.457,,,,
171,06/11/16 01:50:00 PM,111.687,30.457,,,,
172,06/11/16 02:00:00 PM,111.361,30.457,,,,
173,06/11/16 02:10:00 PM,111.384,30.558,,,,
174,06/11/16 02:20:00 PM,111.153,30.760,,,,
175,06/11/16 02:30:00 PM,110.989,30.862,,,,
176,06/11/16 02:40:00 PM,111.009,30.862,,,,
177,06/11/16 02:50:00 PM,110.636,30.963,,,,
178,06/11/16 03:00:00 PM,110.392,31.064,,,,
179,06/11/16 03:10:00 PM,110.195,31.064,,,,
180,06/11/16 03:20:00 PM,110.030,31.166,,,,
181,06/11/16 03:30:00 PM,110.000,31.166,,,,
182,06/11/16 03:40:00 PM,109.935,31.268,,,,
183,06/11/16 03:50:00 PM,109.622,31.370,,,,
184,06/11/16 04:00:00 PM,109.615,31.472,,,,
185,06/11/16 04:10:00 PM,109.451,31.574,,,,
186,06/11/16 04:20:00 PM,109.345,31.676,,,,
187,06/11/16 04:30:00 PM,109.052,31.778,,,,
188,06/11/16 04:40:00 PM,109.026,31.880,,,,
189,06/11/16 04:50:00 PM,108.858,31.880,,,,
190,06/11/16 05:00:00 PM,108.733,31.983,,,,
191,06/11/16 05:10:00 PM,108.608,32.086,,,,
192,06/11/16 05:20:00 PM,108.579,32.086,,,,
193,06/11/16 05:30:00 PM,108.562,32.188,,,,
194,06/11/16 05:40:00 PM,108.503,32.188,,,,
195,06/11/16 05:50:00 PM,108.434,32.188,,,,
196,06/11/16 06:00:00 PM,108.345,32.188,,,,
197,06/11/16 06:10:00 PM,108.562,32.188,,,,
198,06/11/16 06:20:00 PM,108.529,32.086,,,,
199,06/11/16 06:30:00 PM,108.414,31.880,,,,
200,06/11/16 06:40:00 PM,108.469,31.778,,,,
201,06/11/16 06:50:00 PM,108.410,31.778,,,,
202,06/11/16 07:00:00 PM,108.397,31.676,,,,
203,06/11/16 07:10:00 PM,108.423,31.574,,,,
204,06/11/16 07:20:00 PM,108.472,31.574,,,,
205,06/11/16 07:30:00 PM,108.667,31.472,,,,
206,06/11/16 07:40:00 PM,108.765,31.472,,,,
207,06/11/16 07:50:00 PM,108.890,31.370,,,,
208,06/11/16 08:00:00 PM,109.136,30.760,,,,
209,06/11/16 08:10:00 PM,109.224,30.154,,,,
210,06/11/16 08:20:00 PM,109.300,29.752,,,,
211,06/11/16 08:30:00 PM,109.461,29.552,,,,
212,06/11/16 08:40:00 PM,109.823,29.452,,,,
213,06/11/16 08:50:00 PM,109.918,29.352,,,,
214,06/11/16 09:00:00 PM,110.353,29.352,,,,
215,06/11/16 09:10:00 PM,110.323,29.352,,,,
216,06/11/16 09:20:00 PM,110.597,29.252,,,,
217,06/11/16 09:30:00 PM,110.864,29.252,,,,
218,06/11/16 09:40:00 PM,111.071,29.252,,,,
219,06/11/16 09:50:00 PM,111.210,29.252,,,,
220,06/11/16 10:00:00 PM,111.437,29.252,,,,
221,06/11/16 10:10:00 PM,111.704,29.252,,,,
222,06/11/16 10:20:00 PM,111.892,29.252,,,,
223,06/11/16 10:30:00 PM,112.044,29.352,,,,
224,06/11/16 10:40:00 PM,112.361,29.352,,,,
225,06/11/16 10:50:00 PM,112.648,29.352,,,,
226,06/11/16 11:00:00 PM,112.767,29.352,,,,
227,06/11/16 11:10:00 PM,112.935,29.352,,,,
228,06/11/16 11:20:00 PM,113.005,29.352,,,,
229,06/11/16 11:30:00 PM,113.223,29.352,,,,
230,06/11/16 11:40:00 PM,113.401,29.352,,,,
231,06/11/16 11:50:00 PM,113.632,29.452,,,,
232,06/12/16 12:00:00 AM,113.820,29.452,,,,
233,06/12/16 12:10:00 AM,113.850,29.452,,,,
234,06/12/16 12:20:00 AM,113.652,29.452,,,,
235,06/12/16 12:30:00 AM,113.860,29.452,,,,
236,06/12/16 12:40:00 AM,114.187,29.452,,,,
237,06/12/16 12:50:00 AM,113.999,29.452,,,,
238,06/12/16 01:00:00 AM,114.177,29.452,,,,
239,06/12/16 01:10:00 AM,114.395,29.452,,,,
240,06/12/16 01:20:00 AM,114.326,29.452,,,,
241,06/12/16 01:30:00 AM,114.306,29.452,,,,
242,06/12/16 01:40:00 AM,114.524,29.452,,,,
243,06/12/16 01:50:00 AM,114.524,29.452,,,,
244,06/12/16 02:00:00 AM,114.435,29.452,,,,
245,06/12/16 02:10:00 AM,114.405,29.452,,,,
246,06/12/16 02:20:00 AM,114.395,29.452,,,,
247,06/12/16 02:30:00 AM,114.494,29.452,,,,
248,06/12/16 02:40:00 AM,114.276,29.452,,,,
249,06/12/16 02:50:00 AM,114.203,29.352,,,,
250,06/12/16 03:00:00 AM,114.213,29.352,,,,
251,06/12/16 03:10:00 AM,114.134,29.352,,,,
252,06/12/16 03:20:00 AM,113.748,29.352,,,,
253,06/12/16 03:30:00 AM,113.619,29.352,,,,
254,06/12/16 03:40:00 AM,113.391,29.352,,,,
255,06/12/16 03:50:00 AM,113.312,29.352,,,,
256,06/12/16 04:00:00 AM,113.021,29.252,,,,
257,06/12/16 04:10:00 AM,112.872,29.252,,,,
258,06/12/16 04:20:00 AM,112.902,29.252,,,,
259,06/12/16 04:30:00 AM,112.734,29.252,,,,
260,06/12/16 04:40:00 AM,112.655,29.252,,,,
261,06/12/16 04:50:00 AM,112.437,29.252,,,,
262,06/12/16 05:00:00 AM,112.166,29.152,,,,
263,06/12/16 05:10:00 AM,112.156,29.152,,,,
264,06/12/16 05:20:00 AM,111.988,29.152,,,,
265,06/12/16 05:30:00 AM,111.810,29.152,,,,
266,06/12/16 05:40:00 AM,111.826,29.053,,,,
267,06/12/16 05:50:00 AM,111.599,29.053,,,,
268,06/12/16 06:00:00 AM,111.648,29.053,,,,
