"Plot Title: 20415918 (Piti)"
"#","Date Time, GMT+10:00","Temp, °C (LGR S/N: 20415918, SEN S/N: 20415918)","Intensity, Lux (LGR S/N: 20415918, SEN S/N: 20415918)","Coupler Attached (LGR S/N: 20415918)","Coupler Detached (LGR S/N: 20415918)","Host Connected (LGR S/N: 20415918)","Stopped (LGR S/N: 20415918)","End Of File (LGR S/N: 20415918)"
1,11/12/19 02:00:00 PM,24.158,10.8,,,,,
2,11/12/19 03:00:00 PM,23.773,10.8,,,,,
3,11/12/19 04:00:00 PM,23.581,0.0,,,,,
4,11/12/19 05:00:00 PM,23.292,0.0,,,,,
5,11/12/19 06:00:00 PM,23.100,0.0,,,,,
6,11/12/19 07:00:00 PM,22.908,0.0,,,,,
7,11/12/19 08:00:00 PM,23.004,0.0,,,,,
8,11/12/19 09:00:00 PM,22.717,0.0,,,,,
9,11/12/19 10:00:00 PM,22.429,0.0,,,,,
10,11/12/19 11:00:00 PM,22.238,0.0,,,,,
11,11/13/19 12:00:00 AM,22.142,0.0,,,,,
12,11/13/19 01:00:00 AM,22.333,0.0,,,,,
13,11/13/19 02:00:00 AM,22.142,0.0,,,,,
14,11/13/19 03:00:00 AM,22.142,0.0,,,,,
15,11/13/19 04:00:00 AM,22.046,0.0,,,,,
16,11/13/19 05:00:00 AM,22.238,0.0,,,,,
17,11/13/19 06:00:00 AM,22.046,0.0,,,,,
18,11/13/19 07:00:00 AM,22.046,0.0,,,,,
19,11/13/19 08:00:00 AM,22.525,0.0,,,,,
20,11/13/19 09:00:00 AM,23.004,0.0,,,,,
21,11/13/19 10:00:00 AM,23.388,0.0,,,,,
22,11/13/19 11:00:00 AM,23.388,0.0,,,,,
23,11/13/19 12:00:00 PM,23.484,0.0,,,,,
24,11/13/19 01:00:00 PM,23.581,10.8,,,,,
25,11/13/19 02:00:00 PM,23.581,0.0,,,,,
26,11/13/19 03:00:00 PM,23.581,0.0,,,,,
27,11/13/19 04:00:00 PM,23.677,0.0,,,,,
28,11/13/19 05:00:00 PM,23.677,10.8,,,,,
29,11/13/19 06:00:00 PM,23.677,10.8,,,,,
30,11/13/19 07:00:00 PM,23.388,0.0,,,,,
31,11/13/19 08:00:00 PM,23.100,0.0,,,,,
32,11/13/19 09:00:00 PM,22.812,0.0,,,,,
33,11/13/19 10:00:00 PM,22.621,0.0,,,,,
34,11/13/19 11:00:00 PM,22.333,0.0,,,,,
35,11/14/19 12:00:00 AM,22.238,0.0,,,,,
36,11/14/19 01:00:00 AM,22.333,0.0,,,,,
37,11/14/19 02:00:00 AM,22.429,0.0,,,,,
38,11/14/19 03:00:00 AM,22.238,0.0,,,,,
39,11/14/19 04:00:00 AM,22.142,0.0,,,,,
40,11/14/19 05:00:00 AM,22.142,0.0,,,,,
41,11/14/19 06:00:00 AM,22.142,0.0,,,,,
42,11/14/19 07:00:00 AM,22.429,10.8,,,,,
43,11/14/19 08:00:00 AM,22.812,10.8,,,,,
44,11/14/19 09:00:00 AM,23.292,10.8,,,,,
45,11/14/19 10:00:00 AM,23.581,10.8,,,,,
46,11/14/19 11:00:00 AM,23.773,10.8,,,,,
47,11/14/19 12:00:00 PM,23.677,0.0,,,,,
48,11/14/19 01:00:00 PM,23.677,10.8,,,,,
49,11/14/19 02:00:00 PM,23.966,0.0,,,,,
50,11/14/19 03:00:00 PM,23.869,0.0,,,,,
51,11/14/19 04:00:00 PM,23.581,0.0,,,,,
52,11/14/19 05:00:00 PM,23.484,0.0,,,,,
53,11/14/19 06:00:00 PM,23.388,0.0,,,,,
54,11/14/19 07:00:00 PM,23.196,0.0,,,,,
55,11/14/19 08:00:00 PM,23.004,0.0,,,,,
56,11/14/19 09:00:00 PM,22.812,0.0,,,,,
57,11/14/19 10:00:00 PM,22.621,0.0,,,,,
58,11/14/19 11:00:00 PM,22.333,0.0,,,,,
59,11/15/19 12:00:00 AM,22.142,0.0,,,,,
60,11/15/19 01:00:00 AM,22.142,0.0,,,,,
61,11/15/19 02:00:00 AM,22.333,0.0,,,,,
62,11/15/19 03:00:00 AM,22.333,0.0,,,,,
63,11/15/19 04:00:00 AM,22.142,0.0,,,,,
64,11/15/19 05:00:00 AM,22.046,0.0,,,,,
65,11/15/19 06:00:00 AM,21.951,0.0,,,,,
66,11/15/19 07:00:00 AM,22.046,0.0,,,,,
