"Plot Title: Piti Outplant 28 (20086553)"
"#","Date Time, GMT+10:00","Temp, °C (LGR S/N: 20086553, SEN S/N: 20086553)","Intensity, Lux (LGR S/N: 20086553, SEN S/N: 20086553)"
1,05/28/20 01:00:00 PM,30.862,0.0
2,05/28/20 02:00:00 PM,30.154,96.9
3,05/28/20 03:00:00 PM,30.659,807.3
4,05/28/20 04:00:00 PM,31.880,14466.8
5,05/28/20 05:00:00 PM,31.472,6544.5
6,05/28/20 06:00:00 PM,30.862,4477.8
7,05/28/20 07:00:00 PM,30.457,0.0
8,05/28/20 08:00:00 PM,30.054,0.0
9,05/28/20 09:00:00 PM,29.452,0.0
10,05/28/20 10:00:00 PM,29.452,0.0
11,05/28/20 11:00:00 PM,29.252,0.0
12,05/29/20 12:00:00 AM,29.252,0.0
13,05/29/20 01:00:00 AM,29.152,0.0
14,05/29/20 02:00:00 AM,29.152,0.0
15,05/29/20 03:00:00 AM,29.053,0.0
16,05/29/20 04:00:00 AM,29.152,0.0
17,05/29/20 05:00:00 AM,29.152,0.0
18,05/29/20 06:00:00 AM,29.152,376.7
19,05/29/20 07:00:00 AM,29.252,2152.8
20,05/29/20 08:00:00 AM,29.552,7577.8
21,05/29/20 09:00:00 AM,29.752,14466.8
22,05/29/20 10:00:00 AM,30.457,24800.2
23,05/29/20 11:00:00 AM,30.054,11022.3
24,05/29/20 12:00:00 PM,30.457,12400.1
25,05/29/20 01:00:00 PM,30.963,13089.0
26,05/29/20 02:00:00 PM,30.457,16533.4
27,05/29/20 03:00:00 PM,30.862,49600.3
28,05/29/20 04:00:00 PM,30.457,8611.2
29,05/29/20 05:00:00 PM,30.659,18600.1
30,05/29/20 06:00:00 PM,30.054,2927.8
31,05/29/20 07:00:00 PM,29.752,0.0
32,05/29/20 08:00:00 PM,29.652,0.0
33,05/29/20 09:00:00 PM,29.452,0.0
34,05/29/20 10:00:00 PM,29.252,0.0
35,05/29/20 11:00:00 PM,29.452,0.0
36,05/30/20 12:00:00 AM,29.452,0.0
37,05/30/20 01:00:00 AM,29.352,0.0
38,05/30/20 02:00:00 AM,29.352,0.0
39,05/30/20 03:00:00 AM,29.252,0.0
40,05/30/20 04:00:00 AM,29.252,0.0
41,05/30/20 05:00:00 AM,29.252,0.0
42,05/30/20 06:00:00 AM,29.152,247.6
43,05/30/20 07:00:00 AM,29.252,2755.6
44,05/30/20 08:00:00 AM,29.552,10677.8
45,05/30/20 09:00:00 AM,29.752,10333.4
46,05/30/20 10:00:00 AM,29.752,15155.7
47,05/30/20 11:00:00 AM,30.255,20666.8
48,05/30/20 12:00:00 PM,30.659,28933.5
49,05/30/20 01:00:00 PM,30.457,17911.2
50,05/30/20 02:00:00 PM,30.760,33066.9
51,05/30/20 03:00:00 PM,30.054,14466.8
52,05/30/20 04:00:00 PM,31.064,63378.2
53,05/30/20 05:00:00 PM,29.953,8611.2
54,05/30/20 06:00:00 PM,29.752,2411.1
55,05/30/20 07:00:00 PM,29.752,0.0
56,05/30/20 08:00:00 PM,29.552,0.0
57,05/30/20 09:00:00 PM,29.452,0.0
58,05/30/20 10:00:00 PM,29.053,0.0
59,05/30/20 11:00:00 PM,28.953,0.0
60,05/31/20 12:00:00 AM,29.152,0.0
61,05/31/20 01:00:00 AM,29.252,0.0
62,05/31/20 02:00:00 AM,29.152,0.0
63,05/31/20 03:00:00 AM,29.053,0.0
64,05/31/20 04:00:00 AM,29.053,0.0
65,05/31/20 05:00:00 AM,28.953,0.0
66,05/31/20 06:00:00 AM,28.853,21.5
67,05/31/20 07:00:00 AM,29.053,1184.0
68,05/31/20 08:00:00 AM,29.053,1463.9
69,05/31/20 09:00:00 AM,29.252,4650.0
70,05/31/20 10:00:00 AM,29.352,5166.7
71,05/31/20 11:00:00 AM,29.452,6544.5
72,05/31/20 12:00:00 PM,29.352,4133.4
73,05/31/20 01:00:00 PM,29.552,11022.3
74,05/31/20 02:00:00 PM,30.255,24800.2
75,05/31/20 03:00:00 PM,30.659,27555.7
76,05/31/20 04:00:00 PM,30.457,10677.8
77,05/31/20 05:00:00 PM,30.255,9644.5
78,05/31/20 06:00:00 PM,29.752,2497.2
79,05/31/20 07:00:00 PM,29.452,0.0
80,05/31/20 08:00:00 PM,29.352,0.0
81,05/31/20 09:00:00 PM,29.152,0.0
82,05/31/20 10:00:00 PM,28.953,0.0
83,05/31/20 11:00:00 PM,28.655,0.0
84,06/01/20 12:00:00 AM,28.853,0.0
85,06/01/20 01:00:00 AM,29.053,0.0
86,06/01/20 02:00:00 AM,29.053,0.0
87,06/01/20 03:00:00 AM,28.953,0.0
88,06/01/20 04:00:00 AM,29.053,0.0
89,06/01/20 05:00:00 AM,28.953,0.0
90,06/01/20 06:00:00 AM,28.853,312.2
91,06/01/20 07:00:00 AM,29.053,2152.8
92,06/01/20 08:00:00 AM,29.452,5511.1
93,06/01/20 09:00:00 AM,30.054,9644.5
94,06/01/20 10:00:00 AM,30.356,71644.9
95,06/01/20 11:00:00 AM,30.558,46844.8
96,06/01/20 12:00:00 PM,31.268,20666.8
97,06/01/20 01:00:00 PM,31.370,37200.2
98,06/01/20 02:00:00 PM,30.862,7233.4
99,06/01/20 03:00:00 PM,31.166,10677.8
100,06/01/20 04:00:00 PM,31.064,27555.7
101,06/01/20 05:00:00 PM,31.472,7577.8
102,06/01/20 06:00:00 PM,30.457,2238.9
103,06/01/20 07:00:00 PM,29.752,0.0
104,06/01/20 08:00:00 PM,29.452,0.0
105,06/01/20 09:00:00 PM,29.352,0.0
106,06/01/20 10:00:00 PM,29.252,0.0
107,06/01/20 11:00:00 PM,29.152,0.0
108,06/02/20 12:00:00 AM,29.053,0.0
109,06/02/20 01:00:00 AM,29.053,0.0
110,06/02/20 02:00:00 AM,29.053,0.0
111,06/02/20 03:00:00 AM,29.053,0.0
112,06/02/20 04:00:00 AM,28.754,0.0
113,06/02/20 05:00:00 AM,28.655,0.0
114,06/02/20 06:00:00 AM,29.053,312.2
115,06/02/20 07:00:00 AM,28.953,3444.5
116,06/02/20 08:00:00 AM,29.452,5166.7
117,06/02/20 09:00:00 AM,29.953,8266.7
118,06/02/20 10:00:00 AM,30.558,18600.1
119,06/02/20 11:00:00 AM,30.963,46844.8
120,06/02/20 12:00:00 PM,31.472,41333.6
121,06/02/20 01:00:00 PM,31.676,46844.8
122,06/02/20 02:00:00 PM,31.370,39955.8
123,06/02/20 03:00:00 PM,31.268,15155.7
124,06/02/20 04:00:00 PM,30.862,17911.2
125,06/02/20 05:00:00 PM,30.255,9644.5
126,06/02/20 06:00:00 PM,29.853,2325.0
127,06/02/20 07:00:00 PM,29.752,0.0
128,06/02/20 08:00:00 PM,29.452,0.0
129,06/02/20 09:00:00 PM,29.352,0.0
130,06/02/20 10:00:00 PM,29.352,0.0
131,06/02/20 11:00:00 PM,29.252,0.0
132,06/03/20 12:00:00 AM,29.053,0.0
133,06/03/20 01:00:00 AM,29.053,0.0
134,06/03/20 02:00:00 AM,29.053,0.0
135,06/03/20 03:00:00 AM,29.053,0.0
136,06/03/20 04:00:00 AM,29.152,0.0
137,06/03/20 05:00:00 AM,29.053,0.0
138,06/03/20 06:00:00 AM,29.053,301.4
139,06/03/20 07:00:00 AM,29.152,2411.1
140,06/03/20 08:00:00 AM,29.452,3272.2
141,06/03/20 09:00:00 AM,29.953,11711.2
142,06/03/20 10:00:00 AM,30.558,12400.1
143,06/03/20 11:00:00 AM,31.574,66133.8
144,06/03/20 12:00:00 PM,32.086,41333.6
145,06/03/20 01:00:00 PM,32.497,37200.2
146,06/03/20 02:00:00 PM,32.911,35822.5
147,06/03/20 03:00:00 PM,31.472,30311.3
148,06/03/20 04:00:00 PM,30.760,20666.8
149,06/03/20 05:00:00 PM,30.255,7577.8
150,06/03/20 06:00:00 PM,29.552,1377.8
151,06/03/20 07:00:00 PM,29.452,0.0
152,06/03/20 08:00:00 PM,29.352,0.0
153,06/03/20 09:00:00 PM,29.252,0.0
154,06/03/20 10:00:00 PM,29.252,0.0
155,06/03/20 11:00:00 PM,29.252,0.0
156,06/04/20 12:00:00 AM,29.252,0.0
157,06/04/20 01:00:00 AM,29.252,0.0
158,06/04/20 02:00:00 AM,29.252,0.0
159,06/04/20 03:00:00 AM,29.252,0.0
160,06/04/20 04:00:00 AM,29.252,0.0
161,06/04/20 05:00:00 AM,29.252,0.0
162,06/04/20 06:00:00 AM,29.252,247.6
163,06/04/20 07:00:00 AM,29.352,1345.5
164,06/04/20 08:00:00 AM,29.652,7233.4
165,06/04/20 09:00:00 AM,29.953,23422.4
166,06/04/20 10:00:00 AM,30.659,79911.6
167,06/04/20 11:00:00 AM,31.268,39955.8
168,06/04/20 12:00:00 PM,31.574,14466.8
169,06/04/20 01:00:00 PM,31.778,14466.8
170,06/04/20 02:00:00 PM,31.676,9300.1
171,06/04/20 03:00:00 PM,32.188,37200.2
172,06/04/20 04:00:00 PM,30.457,9300.1
173,06/04/20 05:00:00 PM,30.154,6544.5
174,06/04/20 06:00:00 PM,29.752,1636.1
175,06/04/20 07:00:00 PM,29.452,0.0
176,06/04/20 08:00:00 PM,29.452,0.0
177,06/04/20 09:00:00 PM,29.452,0.0
178,06/04/20 10:00:00 PM,29.352,0.0
179,06/04/20 11:00:00 PM,29.352,0.0
180,06/05/20 12:00:00 AM,29.352,0.0
181,06/05/20 01:00:00 AM,29.252,0.0
182,06/05/20 02:00:00 AM,29.252,0.0
183,06/05/20 03:00:00 AM,29.252,0.0
184,06/05/20 04:00:00 AM,29.252,0.0
185,06/05/20 05:00:00 AM,29.252,0.0
186,06/05/20 06:00:00 AM,29.152,204.5
187,06/05/20 07:00:00 AM,29.252,2583.4
188,06/05/20 08:00:00 AM,29.452,5511.1
189,06/05/20 09:00:00 AM,29.552,6200.0
190,06/05/20 10:00:00 AM,29.752,10677.8
191,06/05/20 11:00:00 AM,30.154,18600.1
192,06/05/20 12:00:00 PM,31.370,46844.8
193,06/05/20 01:00:00 PM,31.166,34444.7
194,06/05/20 02:00:00 PM,31.166,22044.6
195,06/05/20 03:00:00 PM,31.064,10677.8
196,06/05/20 04:00:00 PM,30.659,4822.3
197,06/05/20 05:00:00 PM,29.752,2755.6
198,06/05/20 06:00:00 PM,29.452,1324.0
199,06/05/20 07:00:00 PM,29.352,0.0
200,06/05/20 08:00:00 PM,29.252,0.0
201,06/05/20 09:00:00 PM,29.252,0.0
202,06/05/20 10:00:00 PM,29.252,0.0
203,06/05/20 11:00:00 PM,29.252,0.0
204,06/06/20 12:00:00 AM,29.252,0.0
205,06/06/20 01:00:00 AM,29.252,0.0
206,06/06/20 02:00:00 AM,29.152,0.0
207,06/06/20 03:00:00 AM,29.152,0.0
208,06/06/20 04:00:00 AM,29.152,0.0
209,06/06/20 05:00:00 AM,29.152,0.0
210,06/06/20 06:00:00 AM,29.252,75.3
211,06/06/20 07:00:00 AM,29.252,1205.6
212,06/06/20 08:00:00 AM,29.252,1194.8
213,06/06/20 09:00:00 AM,29.352,3100.0
214,06/06/20 10:00:00 AM,29.452,5511.1
215,06/06/20 11:00:00 AM,29.552,10333.4
216,06/06/20 12:00:00 PM,30.457,27555.7
217,06/06/20 01:00:00 PM,31.166,28933.5
218,06/06/20 02:00:00 PM,30.862,15844.5
219,06/06/20 03:00:00 PM,31.676,21355.7
220,06/06/20 04:00:00 PM,31.472,38578.0
221,06/06/20 05:00:00 PM,31.370,12400.1
222,06/06/20 06:00:00 PM,29.752,2152.8
223,06/06/20 07:00:00 PM,29.252,0.0
224,06/06/20 08:00:00 PM,29.252,0.0
225,06/06/20 09:00:00 PM,29.152,0.0
226,06/06/20 10:00:00 PM,29.152,0.0
227,06/06/20 11:00:00 PM,29.053,0.0
228,06/07/20 12:00:00 AM,29.152,0.0
229,06/07/20 01:00:00 AM,29.152,0.0
230,06/07/20 02:00:00 AM,29.152,0.0
231,06/07/20 03:00:00 AM,29.152,0.0
232,06/07/20 04:00:00 AM,29.152,0.0
233,06/07/20 05:00:00 AM,29.152,0.0
234,06/07/20 06:00:00 AM,28.953,269.1
235,06/07/20 07:00:00 AM,28.953,2238.9
236,06/07/20 08:00:00 AM,29.352,4994.5
237,06/07/20 09:00:00 AM,29.652,4822.3
238,06/07/20 10:00:00 AM,29.752,8611.2
239,06/07/20 11:00:00 AM,30.659,31689.1
240,06/07/20 12:00:00 PM,30.963,63378.2
241,06/07/20 01:00:00 PM,32.188,11711.2
242,06/07/20 02:00:00 PM,32.704,60622.6
243,06/07/20 03:00:00 PM,32.600,33066.9
244,06/07/20 04:00:00 PM,32.704,27555.7
245,06/07/20 05:00:00 PM,32.291,9300.1
246,06/07/20 06:00:00 PM,31.472,2152.8
247,06/07/20 07:00:00 PM,29.652,0.0
248,06/07/20 08:00:00 PM,29.252,0.0
249,06/07/20 09:00:00 PM,29.252,0.0
250,06/07/20 10:00:00 PM,29.152,0.0
251,06/07/20 11:00:00 PM,29.152,0.0
252,06/08/20 12:00:00 AM,28.655,0.0
253,06/08/20 01:00:00 AM,28.655,0.0
254,06/08/20 02:00:00 AM,29.053,0.0
255,06/08/20 03:00:00 AM,29.053,0.0
256,06/08/20 04:00:00 AM,29.152,0.0
257,06/08/20 05:00:00 AM,29.152,0.0
258,06/08/20 06:00:00 AM,29.152,322.9
259,06/08/20 07:00:00 AM,29.252,3444.5
260,06/08/20 08:00:00 AM,29.452,3616.7
261,06/08/20 09:00:00 AM,29.652,13089.0
262,06/08/20 10:00:00 AM,30.054,34444.7
263,06/08/20 11:00:00 AM,30.558,28933.5
264,06/08/20 12:00:00 PM,30.862,49600.3
265,06/08/20 01:00:00 PM,31.064,22044.6
266,06/08/20 02:00:00 PM,31.472,42711.4
267,06/08/20 03:00:00 PM,32.086,13089.0
268,06/08/20 04:00:00 PM,31.778,31689.1
269,06/08/20 05:00:00 PM,31.370,3788.9
270,06/08/20 06:00:00 PM,31.166,1636.1
271,06/08/20 07:00:00 PM,29.953,0.0
272,06/08/20 08:00:00 PM,29.352,0.0
273,06/08/20 09:00:00 PM,29.252,0.0
274,06/08/20 10:00:00 PM,29.252,0.0
275,06/08/20 11:00:00 PM,29.252,0.0
276,06/09/20 12:00:00 AM,29.152,0.0
277,06/09/20 01:00:00 AM,29.152,0.0
278,06/09/20 02:00:00 AM,29.252,0.0
279,06/09/20 03:00:00 AM,29.252,0.0
280,06/09/20 04:00:00 AM,29.152,0.0
281,06/09/20 05:00:00 AM,29.152,0.0
282,06/09/20 06:00:00 AM,29.252,258.3
283,06/09/20 07:00:00 AM,29.352,2325.0
284,06/09/20 08:00:00 AM,29.552,6544.5
285,06/09/20 09:00:00 AM,29.953,20666.8
286,06/09/20 10:00:00 AM,30.054,16533.4
287,06/09/20 11:00:00 AM,30.154,31689.1
288,06/09/20 12:00:00 PM,30.558,28933.5
289,06/09/20 01:00:00 PM,31.064,24800.2
290,06/09/20 02:00:00 PM,31.574,57867.0
291,06/09/20 03:00:00 PM,32.188,37200.2
292,06/09/20 04:00:00 PM,31.983,8266.7
293,06/09/20 05:00:00 PM,31.574,4822.3
294,06/09/20 06:00:00 PM,31.370,3100.0
295,06/09/20 07:00:00 PM,30.862,0.0
296,06/09/20 08:00:00 PM,29.652,0.0
297,06/09/20 09:00:00 PM,29.452,0.0
298,06/09/20 10:00:00 PM,29.252,0.0
299,06/09/20 11:00:00 PM,29.252,0.0
300,06/10/20 12:00:00 AM,29.252,0.0
301,06/10/20 01:00:00 AM,29.252,0.0
302,06/10/20 02:00:00 AM,29.152,0.0
303,06/10/20 03:00:00 AM,29.252,0.0
304,06/10/20 04:00:00 AM,29.252,0.0
305,06/10/20 05:00:00 AM,29.252,0.0
306,06/10/20 06:00:00 AM,29.252,279.9
307,06/10/20 07:00:00 AM,29.252,2325.0
308,06/10/20 08:00:00 AM,29.552,5166.7
309,06/10/20 09:00:00 AM,29.853,7577.8
310,06/10/20 10:00:00 AM,30.154,49600.3
311,06/10/20 11:00:00 AM,30.457,7577.8
312,06/10/20 12:00:00 PM,30.760,44089.2
313,06/10/20 01:00:00 PM,30.659,198401.3
314,06/10/20 02:00:00 PM,31.268,46844.8
315,06/10/20 03:00:00 PM,31.676,33066.9
316,06/10/20 04:00:00 PM,31.268,6200.0
317,06/10/20 05:00:00 PM,31.676,19289.0
318,06/10/20 06:00:00 PM,30.963,1808.3
319,06/10/20 07:00:00 PM,30.760,0.0
320,06/10/20 08:00:00 PM,30.154,0.0
321,06/10/20 09:00:00 PM,29.552,0.0
322,06/10/20 10:00:00 PM,29.352,0.0
323,06/10/20 11:00:00 PM,29.352,0.0
324,06/11/20 12:00:00 AM,29.352,0.0
325,06/11/20 01:00:00 AM,29.352,0.0
326,06/11/20 02:00:00 AM,29.352,0.0
327,06/11/20 03:00:00 AM,29.352,0.0
328,06/11/20 04:00:00 AM,29.252,0.0
329,06/11/20 05:00:00 AM,29.252,0.0
330,06/11/20 06:00:00 AM,29.252,236.8
331,06/11/20 07:00:00 AM,29.352,2325.0
332,06/11/20 08:00:00 AM,29.552,5166.7
333,06/11/20 09:00:00 AM,29.953,18600.1
334,06/11/20 10:00:00 AM,30.054,37200.2
335,06/11/20 11:00:00 AM,30.457,5511.1
336,06/11/20 12:00:00 PM,30.558,41333.6
337,06/11/20 01:00:00 PM,31.166,31689.1
338,06/11/20 02:00:00 PM,30.558,17222.3
339,06/11/20 03:00:00 PM,30.659,4994.5
340,06/11/20 04:00:00 PM,31.166,21355.7
341,06/11/20 05:00:00 PM,30.659,2927.8
342,06/11/20 06:00:00 PM,30.457,3788.9
343,06/11/20 07:00:00 PM,30.054,0.0
344,06/11/20 08:00:00 PM,29.452,0.0
345,06/11/20 09:00:00 PM,29.452,0.0
346,06/11/20 10:00:00 PM,29.252,0.0
347,06/11/20 11:00:00 PM,29.152,0.0
348,06/12/20 12:00:00 AM,29.252,0.0
349,06/12/20 01:00:00 AM,29.252,0.0
350,06/12/20 02:00:00 AM,29.252,0.0
351,06/12/20 03:00:00 AM,29.152,0.0
352,06/12/20 04:00:00 AM,29.152,0.0
353,06/12/20 05:00:00 AM,29.152,0.0
354,06/12/20 06:00:00 AM,29.152,269.1
355,06/12/20 07:00:00 AM,29.152,2927.8
356,06/12/20 08:00:00 AM,29.552,4650.0
357,06/12/20 09:00:00 AM,29.853,13089.0
358,06/12/20 10:00:00 AM,30.255,68889.3
359,06/12/20 11:00:00 AM,30.457,11711.2
360,06/12/20 12:00:00 PM,30.760,23422.4
361,06/12/20 01:00:00 PM,30.760,35822.5
362,06/12/20 02:00:00 PM,31.166,14466.8
363,06/12/20 03:00:00 PM,31.064,26178.0
364,06/12/20 04:00:00 PM,30.760,22044.6
365,06/12/20 05:00:00 PM,30.659,9644.5
366,06/12/20 06:00:00 PM,30.154,1980.6
367,06/12/20 07:00:00 PM,29.752,0.0
368,06/12/20 08:00:00 PM,29.152,0.0
369,06/12/20 09:00:00 PM,29.552,0.0
370,06/12/20 10:00:00 PM,29.452,0.0
371,06/12/20 11:00:00 PM,29.352,0.0
372,06/13/20 12:00:00 AM,29.252,0.0
373,06/13/20 01:00:00 AM,29.252,0.0
374,06/13/20 02:00:00 AM,29.252,0.0
375,06/13/20 03:00:00 AM,29.252,0.0
376,06/13/20 04:00:00 AM,29.252,0.0
377,06/13/20 05:00:00 AM,29.252,0.0
378,06/13/20 06:00:00 AM,29.252,301.4
