"Plot Title: 10766779"
"#","Date Time, GMT+10:00","Abs Pres, kPa (LGR S/N: 10766779, SEN S/N: 10766779)","Temp, °C (LGR S/N: 10766779, SEN S/N: 10766779)","Coupler Detached (LGR S/N: 10766779)","Coupler Attached (LGR S/N: 10766779)","Stopped (LGR S/N: 10766779)","End Of File (LGR S/N: 10766779)"
1,05/06/16 03:00:00 PM,107.594,29.552,Logged,,,
2,05/06/16 03:10:00 PM,107.938,29.652,,,,
3,05/06/16 03:20:00 PM,108.357,29.552,,,,
4,05/06/16 03:30:00 PM,108.632,29.552,,,,
5,05/06/16 03:40:00 PM,108.998,29.452,,,,
6,05/06/16 03:50:00 PM,109.374,29.552,,,,
7,05/06/16 04:00:00 PM,109.733,29.953,,,,
8,05/06/16 04:10:00 PM,109.977,29.953,,,,
9,05/06/16 04:20:00 PM,110.531,29.352,,,,
10,05/06/16 04:30:00 PM,110.824,29.053,,,,
11,05/06/16 04:40:00 PM,111.058,28.853,,,,
12,05/06/16 04:50:00 PM,111.832,28.853,,,,
13,05/06/16 05:00:00 PM,111.997,28.754,,,,
14,05/06/16 05:10:00 PM,112.320,28.655,,,,
15,05/06/16 05:20:00 PM,112.846,28.555,,,,
16,05/06/16 05:30:00 PM,112.523,28.456,,,,
17,05/06/16 05:40:00 PM,113.058,28.357,,,,
18,05/06/16 05:50:00 PM,113.536,28.357,,,,
19,05/06/16 06:00:00 PM,113.817,28.258,,,,
20,05/06/16 06:10:00 PM,113.865,28.159,,,,
21,05/06/16 06:20:00 PM,114.268,28.159,,,,
22,05/06/16 06:30:00 PM,114.729,28.258,,,,
23,05/06/16 06:40:00 PM,114.957,28.357,,,,
24,05/06/16 06:50:00 PM,114.963,28.258,,,,
25,05/06/16 07:00:00 PM,115.748,28.258,,,,
26,05/06/16 07:10:00 PM,115.016,28.258,,,,
27,05/06/16 07:20:00 PM,116.109,28.258,,,,
28,05/06/16 07:30:00 PM,115.048,28.258,,,,
29,05/06/16 07:40:00 PM,115.430,28.258,,,,
30,05/06/16 07:50:00 PM,115.276,28.159,,,,
31,05/06/16 08:00:00 PM,115.282,28.060,,,,
32,05/06/16 08:10:00 PM,114.815,28.060,,,,
33,05/06/16 08:20:00 PM,115.356,28.060,,,,
34,05/06/16 08:30:00 PM,115.022,27.961,,,,
35,05/06/16 08:40:00 PM,114.979,27.961,,,,
36,05/06/16 08:50:00 PM,115.096,27.961,,,,
37,05/06/16 09:00:00 PM,114.603,27.862,,,,
38,05/06/16 09:10:00 PM,114.656,27.862,,,,
39,05/06/16 09:20:00 PM,114.640,27.764,,,,
40,05/06/16 09:30:00 PM,114.153,27.764,,,,
41,05/06/16 09:40:00 PM,113.633,27.764,,,,
42,05/06/16 09:50:00 PM,113.548,27.764,,,,
43,05/06/16 10:00:00 PM,113.537,27.764,,,,
44,05/06/16 10:10:00 PM,113.166,27.764,,,,
45,05/06/16 10:20:00 PM,112.875,27.665,,,,
46,05/06/16 10:30:00 PM,112.705,27.665,,,,
47,05/06/16 10:40:00 PM,112.684,27.665,,,,
48,05/06/16 10:50:00 PM,112.144,27.665,,,,
49,05/06/16 11:00:00 PM,111.932,27.665,,,,
50,05/06/16 11:10:00 PM,111.497,27.665,,,,
51,05/06/16 11:20:00 PM,111.285,27.665,,,,
52,05/06/16 11:30:00 PM,111.153,27.567,,,,
53,05/06/16 11:40:00 PM,110.771,27.567,,,,
54,05/06/16 11:50:00 PM,110.639,27.468,,,,
55,05/07/16 12:00:00 AM,110.417,27.468,,,,
56,05/07/16 12:10:00 AM,110.586,27.468,,,,
57,05/07/16 12:20:00 AM,110.158,27.370,,,,
58,05/07/16 12:30:00 AM,109.808,27.370,,,,
59,05/07/16 12:40:00 AM,109.824,27.272,,,,
60,05/07/16 12:50:00 AM,109.708,27.272,,,,
61,05/07/16 01:00:00 AM,109.544,27.173,,,,
62,05/07/16 01:10:00 AM,109.449,27.173,,,,
63,05/07/16 01:20:00 AM,109.539,27.075,,,,
64,05/07/16 01:30:00 AM,109.709,27.075,,,,
65,05/07/16 01:40:00 AM,109.677,27.075,,,,
66,05/07/16 01:50:00 AM,109.794,27.075,,,,
67,05/07/16 02:00:00 AM,109.899,27.075,,,,
68,05/07/16 02:10:00 AM,110.122,27.075,,,,
69,05/07/16 02:20:00 AM,110.101,27.075,,,,
70,05/07/16 02:30:00 AM,110.440,27.075,,,,
71,05/07/16 02:40:00 AM,110.800,27.075,,,,
72,05/07/16 02:50:00 AM,110.794,27.173,,,,
73,05/07/16 03:00:00 AM,110.942,27.173,,,,
74,05/07/16 03:10:00 AM,111.159,27.272,,,,
75,05/07/16 03:20:00 AM,111.408,27.370,,,,
76,05/07/16 03:30:00 AM,111.392,27.468,,,,
77,05/07/16 03:40:00 AM,111.683,27.370,,,,
78,05/07/16 03:50:00 AM,111.678,27.468,,,,
79,05/07/16 04:00:00 AM,112.033,27.567,,,,
80,05/07/16 04:10:00 AM,112.568,27.468,,,,
81,05/07/16 04:20:00 AM,112.913,27.370,,,,
82,05/07/16 04:30:00 AM,113.040,27.370,,,,
