"Plot Title: 10571221_Piti_WL"
"#","Date Time, GMT+10:00","Abs Pres, kPa (LGR S/N: 10571221, SEN S/N: 10571221)","Temp, °C (LGR S/N: 10571221, SEN S/N: 10571221)","Coupler Detached (LGR S/N: 10571221)","Coupler Attached (LGR S/N: 10571221)","Stopped (LGR S/N: 10571221)","End Of File (LGR S/N: 10571221)"
1,06/27/18 09:00:00 AM,101.225,21.664,Logged,,,
2,06/27/18 09:10:00 AM,101.296,22.525,,,,
3,06/27/18 09:20:00 AM,101.282,24.545,,,,
4,06/27/18 09:30:00 AM,101.298,24.641,,,,
5,06/27/18 09:40:00 AM,101.280,24.835,,,,
6,06/27/18 09:50:00 AM,101.274,25.028,,,,
7,06/27/18 10:00:00 AM,101.256,25.222,,,,
8,06/27/18 10:10:00 AM,101.315,26.097,,,,
9,06/27/18 10:20:00 AM,104.013,28.357,,,,
10,06/27/18 10:30:00 AM,110.011,28.853,,,,
11,06/27/18 10:40:00 AM,109.501,29.053,,,,
12,06/27/18 10:50:00 AM,109.436,29.053,,,,
13,06/27/18 11:00:00 AM,109.000,29.152,,,,
14,06/27/18 11:10:00 AM,108.897,29.152,,,,
15,06/27/18 11:20:00 AM,108.551,29.252,,,,
16,06/27/18 11:30:00 AM,108.361,29.352,,,,
17,06/27/18 11:40:00 AM,108.106,29.452,,,,
18,06/27/18 11:50:00 AM,108.003,29.452,,,,
19,06/27/18 12:00:00 PM,107.864,29.552,,,,
20,06/27/18 12:10:00 PM,107.804,29.652,,,,
21,06/27/18 12:20:00 PM,107.627,29.752,,,,
22,06/27/18 12:30:00 PM,107.458,29.752,,,,
23,06/27/18 12:40:00 PM,107.462,29.853,,,,
24,06/27/18 12:50:00 PM,107.359,29.853,,,,
25,06/27/18 01:00:00 PM,107.337,29.953,,,,
26,06/27/18 01:10:00 PM,107.367,30.054,,,,
27,06/27/18 01:20:00 PM,107.203,30.154,,,,
28,06/27/18 01:30:00 PM,107.207,30.255,,,,
29,06/27/18 01:40:00 PM,107.224,30.356,,,,
30,06/27/18 01:50:00 PM,107.422,30.457,,,,
31,06/27/18 02:00:00 PM,107.668,30.457,,,,
32,06/27/18 02:10:00 PM,107.914,30.457,,,,
33,06/27/18 02:20:00 PM,107.901,30.457,,,,
34,06/27/18 02:30:00 PM,108.160,30.457,,,,
35,06/27/18 02:40:00 PM,108.263,30.457,,,,
36,06/27/18 02:50:00 PM,108.432,30.457,,,,
37,06/27/18 03:00:00 PM,108.298,30.356,,,,
38,06/27/18 03:10:00 PM,108.470,30.457,,,,
39,06/27/18 03:20:00 PM,108.704,30.457,,,,
40,06/27/18 03:30:00 PM,108.928,30.558,,,,
41,06/27/18 03:40:00 PM,109.074,30.659,,,,
