"Plot Title: 10571220"
"#","Date Time, GMT+10:00","Abs Pres, kPa (LGR S/N: 10571220, SEN S/N: 10571220)","Temp, °C (LGR S/N: 10571220, SEN S/N: 10571220)","Coupler Detached (LGR S/N: 10571220)","Coupler Attached (LGR S/N: 10571220)","Stopped (LGR S/N: 10571220)","End Of File (LGR S/N: 10571220)"
1,07/07/16 02:20:00 PM,104.902,33.118,Logged,,,
2,07/07/16 02:30:00 PM,104.854,33.535,,,,
3,07/07/16 02:40:00 PM,104.806,33.953,,,,
4,07/07/16 02:50:00 PM,104.773,34.163,,,,
5,07/07/16 03:00:00 PM,104.749,34.058,,,,
6,07/07/16 03:10:00 PM,104.709,34.058,,,,
7,07/07/16 03:20:00 PM,104.641,34.163,,,,
8,07/07/16 03:30:00 PM,104.604,34.268,,,,
9,07/07/16 03:40:00 PM,104.567,34.374,,,,
10,07/07/16 03:50:00 PM,104.530,34.479,,,,
11,07/07/16 04:00:00 PM,104.500,34.479,,,,
12,07/07/16 04:10:00 PM,104.493,34.585,,,,
13,07/07/16 04:20:00 PM,104.463,34.585,,,,
14,07/07/16 04:30:00 PM,104.449,34.479,,,,
15,07/07/16 04:40:00 PM,104.409,34.479,,,,
16,07/07/16 04:50:00 PM,104.409,34.479,,,,
17,07/07/16 05:00:00 PM,104.406,34.374,,,,
18,07/07/16 05:10:00 PM,104.416,34.374,,,,
19,07/07/16 05:20:00 PM,104.399,34.163,,,,
20,07/07/16 05:30:00 PM,104.376,34.058,,,,
21,07/07/16 05:40:00 PM,104.372,33.953,,,,
22,07/07/16 05:50:00 PM,104.366,33.743,,,,
23,07/07/16 06:00:00 PM,104.383,33.639,,,,
24,07/07/16 06:10:00 PM,104.467,33.430,,,,
25,07/07/16 06:20:00 PM,104.612,33.222,,,,
26,07/07/16 06:30:00 PM,105.057,32.911,,,,
27,07/07/16 06:40:00 PM,105.757,32.704,,,,
28,07/07/16 06:50:00 PM,106.279,32.600,,,,
29,07/07/16 07:00:00 PM,106.549,32.497,,,,
30,07/07/16 07:10:00 PM,106.872,32.497,,,,
31,07/07/16 07:20:00 PM,107.202,32.394,,,,
32,07/07/16 07:30:00 PM,107.475,32.394,,,,
33,07/07/16 07:40:00 PM,107.815,32.291,,,,
34,07/07/16 07:50:00 PM,108.125,32.188,,,,
35,07/07/16 08:00:00 PM,108.567,32.086,,,,
36,07/07/16 08:10:00 PM,108.739,32.086,,,,
37,07/07/16 08:20:00 PM,109.211,31.983,,,,
38,07/07/16 08:30:00 PM,109.272,31.676,,,,
39,07/07/16 08:40:00 PM,109.627,31.064,,,,
40,07/07/16 08:50:00 PM,109.664,30.659,,,,
41,07/07/16 09:00:00 PM,109.927,30.356,,,,
42,07/07/16 09:10:00 PM,109.779,30.154,,,,
43,07/07/16 09:20:00 PM,109.803,29.953,,,,
44,07/07/16 09:30:00 PM,110.171,29.752,,,,
45,07/07/16 09:40:00 PM,110.289,29.652,,,,
46,07/07/16 09:50:00 PM,110.377,29.552,,,,
47,07/07/16 10:00:00 PM,110.458,29.552,,,,
48,07/07/16 10:10:00 PM,110.670,29.552,,,,
