"Plot Title: 10932527_brick8"
"#","Date Time, GMT+10:00","Abs Pres, kPa (LGR S/N: 10932527, SEN S/N: 10932527, LBL: Abs pressure brick8)","Temp, °C (LGR S/N: 10932527, SEN S/N: 10932527, LBL: Temp brick8)","Coupler Detached (LGR S/N: 10932527)","Coupler Attached (LGR S/N: 10932527)","Stopped (LGR S/N: 10932527)","End Of File (LGR S/N: 10932527)"
1,07/05/17 11:20:00 AM,109.455,30.255,Logged,,,
2,07/05/17 11:30:00 AM,109.271,30.659,,,,
3,07/05/17 11:40:00 AM,109.314,30.760,,,,
4,07/05/17 11:50:00 AM,109.219,30.862,,,,
5,07/05/17 12:00:00 PM,109.272,30.963,,,,
6,07/05/17 12:10:00 PM,109.252,30.963,,,,
7,07/05/17 12:20:00 PM,109.246,31.064,,,,
8,07/05/17 12:30:00 PM,109.450,30.963,,,,
9,07/05/17 12:40:00 PM,109.357,30.862,,,,
10,07/05/17 12:50:00 PM,109.426,30.862,,,,
11,07/05/17 01:00:00 PM,109.611,30.760,,,,
12,07/05/17 01:10:00 PM,109.762,30.862,,,,
13,07/05/17 01:20:00 PM,109.930,30.862,,,,
14,07/05/17 01:30:00 PM,110.046,30.760,,,,
15,07/05/17 01:40:00 PM,110.408,30.659,,,,
16,07/05/17 01:50:00 PM,110.606,30.659,,,,
17,07/05/17 02:00:00 PM,110.800,30.558,,,,
18,07/05/17 02:10:00 PM,111.018,30.558,,,,
19,07/05/17 02:20:00 PM,110.922,30.659,,,,
20,07/05/17 02:30:00 PM,111.160,30.659,,,,
21,07/05/17 02:40:00 PM,111.473,30.558,,,,
22,07/05/17 02:50:00 PM,111.562,30.558,,,,
23,07/05/17 03:00:00 PM,111.717,30.457,,,,
24,07/05/17 03:10:00 PM,111.941,30.356,,,,
25,07/05/17 03:20:00 PM,112.218,30.356,,,,
26,07/05/17 03:30:00 PM,112.323,30.255,,,,
27,07/05/17 03:40:00 PM,112.373,30.255,,,,
28,07/05/17 03:50:00 PM,112.726,30.154,,,,
29,07/05/17 04:00:00 PM,112.855,30.154,,,,
30,07/05/17 04:10:00 PM,112.855,30.154,,,,
31,07/05/17 04:20:00 PM,113.182,30.154,,,,
32,07/05/17 04:30:00 PM,113.039,30.054,,,,
33,07/05/17 04:40:00 PM,113.172,30.154,,,,
34,07/05/17 04:50:00 PM,113.499,30.154,,,,
35,07/05/17 05:00:00 PM,113.518,30.154,,,,
36,07/05/17 05:10:00 PM,113.796,30.154,,,,
37,07/05/17 05:20:00 PM,113.489,30.154,,,,
38,07/05/17 05:30:00 PM,113.743,30.054,,,,
39,07/05/17 05:40:00 PM,113.693,30.054,,,,
40,07/05/17 05:50:00 PM,113.693,30.054,,,,
41,07/05/17 06:00:00 PM,113.769,29.953,,,,
42,07/05/17 06:10:00 PM,113.918,29.953,,,,
43,07/05/17 06:20:00 PM,114.076,29.953,,,,
44,07/05/17 06:30:00 PM,114.215,29.953,,,,
45,07/05/17 06:40:00 PM,114.245,29.953,,,,
46,07/05/17 06:50:00 PM,114.245,29.953,,,,
47,07/05/17 07:00:00 PM,114.155,29.953,,,,
48,07/05/17 07:10:00 PM,114.433,29.953,,,,
49,07/05/17 07:20:00 PM,114.215,29.953,,,,
